|dates|McPherson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McPherson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McPherson_SouthDakota_UnitedStates.Male_Total_Population.data|McPherson_SouthDakota_UnitedStates.Male_Total_Population.missing|McPherson_SouthDakota_UnitedStates.Female_Total_Population.data|McPherson_SouthDakota_UnitedStates.Female_Total_Population.missing|McPherson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|McPherson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-21|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-22|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-23|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-24|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-25|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-26|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-27|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-28|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-29|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-30|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2021-12-31|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-01|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-02|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-03|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-04|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-05|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-06|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-07|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-08|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-09|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-10|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-11|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-12|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-13|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-14|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-15|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-16|676.0|0|1192.0|0|1215.0|0|592.0|0
0|2022-01-17|676.0|0|1192.0|0|1215.0|0|592.0|0
