|dates|Madison_Alabama_UnitedStates.JHU_ConfirmedCases.data|Madison_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Madison_Alabama_UnitedStates.NYT_ConfirmedCases.data|Madison_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Madison_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|55433.0|0|55433.0|0|760.0|0|0.0|100
0|2021-12-26|55516.0|0|55516.0|0|760.0|0|0.0|100
0|2021-12-27|55650.0|0|55650.0|0|760.0|0|0.0|100
0|2021-12-28|55882.0|0|55882.0|0|764.0|0|0.0|100
0|2021-12-29|56369.0|0|56369.0|0|765.0|0|0.0|100
0|2021-12-30|56985.0|0|56985.0|0|765.0|0|0.0|100
0|2021-12-31|57750.0|0|57750.0|0|765.0|0|0.0|100
0|2022-01-01|57750.0|0|57750.0|0|765.0|0|0.0|100
0|2022-01-02|58995.0|0|58995.0|0|765.0|0|0.0|100
0|2022-01-03|59285.0|0|59285.0|0|765.0|0|0.0|100
0|2022-01-04|59773.0|0|59773.0|0|772.0|0|0.0|100
0|2022-01-05|60408.0|0|60408.0|0|772.0|0|0.0|100
0|2022-01-06|61432.0|0|61432.0|0|773.0|0|0.0|100
0|2022-01-07|62590.0|0|62590.0|0|776.0|0|0.0|100
0|2022-01-08|63239.0|0|63239.0|0|776.0|0|0.0|100
0|2022-01-09|64094.0|0|64094.0|0|776.0|0|0.0|100
0|2022-01-10|64761.0|0|64761.0|0|776.0|0|0.0|100
0|2022-01-11|65408.0|0|65408.0|0|776.0|0|0.0|100
0|2022-01-12|66148.0|0|66148.0|0|779.0|0|0.0|100
0|2022-01-13|66148.0|0|66148.0|0|779.0|0|0.0|100
0|2022-01-14|66148.0|0|66148.0|0|779.0|0|0.0|100
0|2022-01-15|66148.0|0|66148.0|0|779.0|0|0.0|100
0|2022-01-16|69963.0|0|69963.0|0|787.0|0|0.0|100
0|2022-01-17|70548.0|0|0.0|100|787.0|0|0.0|100
