|dates|Grant_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Grant_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Grant_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Grant_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Grant_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Grant_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|3870.0|0|3870.0|0|56.0|0|0.0|100
0|2021-12-08|3890.0|0|3890.0|0|56.0|0|0.0|100
0|2021-12-09|3912.0|0|3912.0|0|56.0|0|0.0|100
0|2021-12-10|3929.0|0|3921.0|0|56.0|0|0.0|100
0|2021-12-11|3929.0|0|3929.0|0|56.0|0|0.0|100
0|2021-12-12|3929.0|0|3929.0|0|56.0|0|0.0|100
0|2021-12-13|3958.0|0|3958.0|0|57.0|0|0.0|100
0|2021-12-14|3958.0|0|3959.0|0|57.0|0|0.0|100
0|2021-12-15|3987.0|0|3987.0|0|57.0|0|0.0|100
0|2021-12-16|3987.0|0|4003.0|0|57.0|0|0.0|100
0|2021-12-17|4041.0|0|4018.0|0|58.0|0|0.0|100
0|2021-12-18|4041.0|0|4041.0|0|58.0|0|0.0|100
0|2021-12-19|4041.0|0|4041.0|0|58.0|0|0.0|100
0|2021-12-20|4090.0|0|4090.0|0|59.0|0|0.0|100
0|2021-12-21|4103.0|0|4103.0|0|59.0|0|0.0|100
0|2021-12-22|4150.0|0|4150.0|0|59.0|0|0.0|100
0|2021-12-23|4178.0|0|4178.0|0|59.0|0|0.0|100
0|2021-12-24|4178.0|0|4178.0|0|59.0|0|0.0|100
0|2021-12-25|4178.0|0|4178.0|0|59.0|0|0.0|100
0|2021-12-26|4178.0|0|4178.0|0|59.0|0|0.0|100
0|2021-12-27|4226.0|0|4226.0|0|60.0|0|0.0|100
0|2021-12-28|4229.0|0|4229.0|0|61.0|0|0.0|100
0|2021-12-29|4302.0|0|4302.0|0|62.0|0|0.0|100
0|2021-12-30|4366.0|0|4366.0|0|64.0|0|0.0|100
0|2021-12-31|4366.0|0|4366.0|0|64.0|0|0.0|100
0|2022-01-01|4366.0|0|4366.0|0|64.0|0|0.0|100
0|2022-01-02|4366.0|0|4366.0|0|64.0|0|0.0|100
0|2022-01-03|4500.0|0|4500.0|0|64.0|0|0.0|100
0|2022-01-04|4517.0|0|4517.0|0|64.0|0|0.0|100
0|2022-01-05|4581.0|0|4581.0|0|65.0|0|0.0|100
0|2022-01-06|4667.0|0|4667.0|0|65.0|0|0.0|100
0|2022-01-07|4738.0|0|4738.0|0|65.0|0|0.0|100
0|2022-01-08|4738.0|0|4738.0|0|65.0|0|0.0|100
0|2022-01-09|4738.0|0|4738.0|0|65.0|0|0.0|100
0|2022-01-10|4848.0|0|4848.0|0|65.0|0|0.0|100
0|2022-01-11|4855.0|0|4855.0|0|65.0|0|0.0|100
0|2022-01-12|4922.0|0|4922.0|0|68.0|0|0.0|100
0|2022-01-13|4922.0|0|4986.0|0|68.0|0|0.0|100
0|2022-01-14|5065.0|0|5065.0|0|70.0|0|0.0|100
0|2022-01-15|5065.0|0|5065.0|0|70.0|0|0.0|100
0|2022-01-16|5065.0|0|5065.0|0|70.0|0|0.0|100
0|2022-01-17|5065.0|0|0.0|100|70.0|0|0.0|100
