|dates|Franklin_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Franklin_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Franklin_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|8150.0|0|8150.0|0|104.0|0|0.0|100
0|2021-11-27|8150.0|0|8150.0|0|104.0|0|0.0|100
0|2021-11-28|8150.0|0|8150.0|0|104.0|0|0.0|100
0|2021-11-29|8171.0|0|8171.0|0|104.0|0|0.0|100
0|2021-11-30|8183.0|0|8183.0|0|104.0|0|0.0|100
0|2021-12-01|8193.0|0|8193.0|0|105.0|0|0.0|100
0|2021-12-02|8200.0|0|8200.0|0|105.0|0|0.0|100
0|2021-12-03|8211.0|0|8211.0|0|106.0|0|0.0|100
0|2021-12-04|8211.0|0|8211.0|0|106.0|0|0.0|100
0|2021-12-05|8211.0|0|8211.0|0|106.0|0|0.0|100
0|2021-12-06|8234.0|0|8234.0|0|106.0|0|0.0|100
0|2021-12-07|8244.0|0|8244.0|0|107.0|0|0.0|100
0|2021-12-08|8254.0|0|8254.0|0|108.0|0|0.0|100
0|2021-12-09|8254.0|0|8254.0|0|108.0|0|0.0|100
0|2021-12-10|8276.0|0|8276.0|0|108.0|0|0.0|100
0|2021-12-11|8276.0|0|8276.0|0|108.0|0|0.0|100
0|2021-12-12|8276.0|0|8276.0|0|108.0|0|0.0|100
0|2021-12-13|8292.0|0|8292.0|0|108.0|0|0.0|100
0|2021-12-14|8292.0|0|8305.0|0|108.0|0|0.0|100
0|2021-12-15|8320.0|0|8320.0|0|109.0|0|0.0|100
0|2021-12-16|8332.0|0|8332.0|0|110.0|0|0.0|100
0|2021-12-17|8344.0|0|8344.0|0|110.0|0|0.0|100
0|2021-12-18|8344.0|0|8344.0|0|110.0|0|0.0|100
0|2021-12-19|8344.0|0|8344.0|0|110.0|0|0.0|100
0|2021-12-20|8378.0|0|8378.0|0|110.0|0|0.0|100
0|2021-12-21|8400.0|0|8400.0|0|110.0|0|0.0|100
0|2021-12-22|8410.0|0|8410.0|0|110.0|0|0.0|100
0|2021-12-23|8437.0|0|8437.0|0|134.0|0|0.0|100
0|2021-12-24|8437.0|0|8437.0|0|134.0|0|0.0|100
0|2021-12-25|8437.0|0|8437.0|0|134.0|0|0.0|100
0|2021-12-26|8437.0|0|8437.0|0|134.0|0|0.0|100
0|2021-12-27|8480.0|0|8480.0|0|139.0|0|0.0|100
0|2021-12-28|8480.0|0|8522.0|0|144.0|0|0.0|100
0|2021-12-29|8551.0|0|8551.0|0|145.0|0|0.0|100
0|2021-12-30|8630.0|0|8630.0|0|145.0|0|0.0|100
0|2021-12-31|8630.0|0|8630.0|0|145.0|0|0.0|100
0|2022-01-01|8630.0|0|8630.0|0|145.0|0|0.0|100
0|2022-01-02|8630.0|0|8630.0|0|145.0|0|0.0|100
0|2022-01-03|8743.0|0|8743.0|0|145.0|0|0.0|100
0|2022-01-04|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-05|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-06|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-07|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-08|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-09|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-10|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-11|8774.0|0|8774.0|0|145.0|0|0.0|100
0|2022-01-12|9205.0|0|9205.0|0|146.0|0|0.0|100
0|2022-01-13|9205.0|0|9205.0|0|146.0|0|0.0|100
0|2022-01-14|9205.0|0|9205.0|0|146.0|0|0.0|100
0|2022-01-15|9205.0|0|9205.0|0|146.0|0|0.0|100
0|2022-01-16|9205.0|0|9205.0|0|146.0|0|0.0|100
0|2022-01-17|9205.0|0|0.0|100|146.0|0|0.0|100
