|dates|Marion_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Marion_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Marion_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Marion_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Marion_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-05|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-06|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-07|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-08|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-09|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-10|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-11|6268.0|0|6268.0|0|110.0|0|0.0|100
0|2022-01-12|6487.0|0|6487.0|0|110.0|0|0.0|100
0|2022-01-13|6487.0|0|6487.0|0|110.0|0|0.0|100
0|2022-01-14|6487.0|0|6487.0|0|110.0|0|0.0|100
0|2022-01-15|6487.0|0|6487.0|0|110.0|0|0.0|100
0|2022-01-16|6487.0|0|6487.0|0|110.0|0|0.0|100
0|2022-01-17|6487.0|0|0.0|100|110.0|0|0.0|100
