|dates|Otoe_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Otoe_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Otoe_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Otoe_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Otoe_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Otoe_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Otoe_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Otoe_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|2223.0|0|2223.0|0|10.0|0|0.0|100
0|2021-12-01|2234.0|0|2234.0|0|10.0|0|0.0|100
0|2021-12-02|2251.0|0|2251.0|0|10.0|0|0.0|100
0|2021-12-03|2251.0|0|2256.0|0|10.0|0|0.0|100
0|2021-12-04|2256.0|0|2256.0|0|10.0|0|0.0|100
0|2021-12-05|2256.0|0|2256.0|0|10.0|0|0.0|100
0|2021-12-06|2269.0|0|2269.0|0|10.0|0|0.0|100
0|2021-12-07|2283.0|0|2283.0|0|10.0|0|0.0|100
0|2021-12-08|2297.0|0|2297.0|0|10.0|0|0.0|100
0|2021-12-09|2306.0|0|2306.0|0|10.0|0|0.0|100
0|2021-12-10|2325.0|0|2325.0|0|10.0|0|0.0|100
0|2021-12-11|2325.0|0|2325.0|0|10.0|0|0.0|100
0|2021-12-12|2325.0|0|2325.0|0|10.0|0|0.0|100
0|2021-12-13|2346.0|0|2346.0|0|10.0|0|0.0|100
0|2021-12-14|2346.0|0|2360.0|0|10.0|0|0.0|100
0|2021-12-15|2369.0|0|2369.0|0|10.0|0|0.0|100
0|2021-12-16|2373.0|0|2373.0|0|10.0|0|0.0|100
0|2021-12-17|2381.0|0|2381.0|0|10.0|0|0.0|100
0|2021-12-18|2381.0|0|2381.0|0|10.0|0|0.0|100
0|2021-12-19|2381.0|0|2381.0|0|10.0|0|0.0|100
0|2021-12-20|2391.0|0|2391.0|0|10.0|0|0.0|100
0|2021-12-21|2400.0|0|2400.0|0|10.0|0|0.0|100
0|2021-12-22|2412.0|0|2412.0|0|10.0|0|0.0|100
0|2021-12-23|2419.0|0|2419.0|0|10.0|0|0.0|100
0|2021-12-24|2419.0|0|2419.0|0|10.0|0|0.0|100
0|2021-12-25|2419.0|0|2419.0|0|10.0|0|0.0|100
0|2021-12-26|2419.0|0|2419.0|0|10.0|0|0.0|100
0|2021-12-27|2419.0|0|2419.0|0|10.0|0|0.0|100
0|2021-12-28|2450.0|0|2450.0|0|10.0|0|0.0|100
0|2021-12-29|2462.0|0|2462.0|0|10.0|0|0.0|100
0|2021-12-30|2474.0|0|2474.0|0|10.0|0|0.0|100
0|2021-12-31|2474.0|0|2474.0|0|10.0|0|0.0|100
0|2022-01-01|2474.0|0|2474.0|0|10.0|0|0.0|100
0|2022-01-02|2474.0|0|2474.0|0|10.0|0|0.0|100
0|2022-01-03|2511.0|0|2511.0|0|10.0|0|0.0|100
0|2022-01-04|2514.0|0|2514.0|0|10.0|0|0.0|100
0|2022-01-05|2528.0|0|2528.0|0|10.0|0|0.0|100
0|2022-01-06|2538.0|0|2538.0|0|10.0|0|0.0|100
0|2022-01-07|2564.0|0|2564.0|0|10.0|0|0.0|100
0|2022-01-08|2564.0|0|2564.0|0|10.0|0|0.0|100
0|2022-01-09|2564.0|0|2564.0|0|10.0|0|0.0|100
0|2022-01-10|2600.0|0|2600.0|0|10.0|0|0.0|100
0|2022-01-11|2617.0|0|2617.0|0|10.0|0|0.0|100
0|2022-01-12|2636.0|0|2636.0|0|10.0|0|0.0|100
0|2022-01-13|2636.0|0|2658.0|0|10.0|0|0.0|100
0|2022-01-14|2710.0|0|2710.0|0|10.0|0|0.0|100
0|2022-01-15|2710.0|0|2710.0|0|10.0|0|0.0|100
0|2022-01-16|2710.0|0|2710.0|0|10.0|0|0.0|100
0|2022-01-17|2756.0|0|0.0|100|10.0|0|0.0|100
