|dates|SanMateo_California_UnitedStates.AveragePrecipitationTotal.data|SanMateo_California_UnitedStates.AveragePrecipitationTotal.missing|SanMateo_California_UnitedStates.AveragePrecipitation.data|SanMateo_California_UnitedStates.AveragePrecipitation.missing|SanMateo_California_UnitedStates.AverageWindDirection.data|SanMateo_California_UnitedStates.AverageWindDirection.missing|SanMateo_California_UnitedStates.AverageWindSpeed.data|SanMateo_California_UnitedStates.AverageWindSpeed.missing
0|2021-12-24|0.0|0|0.0|0|207.08333333333334|0|7.895833333333333|0
0|2021-12-25|0.0|0|0.0|0|153.33333333333334|0|7.041666666666667|0
0|2021-12-26|0.0|0|0.0|0|210.41666666666666|0|8.145833333333334|0
0|2021-12-27|0.0|0|0.0|0|244.58333333333334|0|10.854166666666666|0
0|2021-12-28|0.0|0|0.0|0|153.33333333333334|0|6.770833333333333|0
0|2021-12-29|0.0|0|0.0|0|98.95833333333333|0|19.0625|0
0|2021-12-30|0.0|0|0.0|0|138.95833333333334|0|6.958333333333333|0
0|2021-12-31|0.0|0|0.0|0|265.625|0|7.020833333333333|0
0|2022-01-01|0.0|0|0.0|0|146.04166666666666|0|5.3125|0
0|2022-01-02|0.0|0|0.0|0|91.875|0|3.4791666666666665|0
0|2022-01-03|0.0|0|0.0|0|115.625|0|8.375|0
0|2022-01-04|0.0|0|0.0|0|165.2777777777778|0|6.6805555555555545|0
0|2022-01-05|0.0|0|0.0|0|167.70833333333334|0|5.375|0
0|2022-01-06|0.0|0|0.0|0|45.416666666666664|0|3.4583333333333335|0
0|2022-01-07|0.0|0|0.0|0|118.33333333333333|0|5.583333333333333|0
0|2022-01-08|0.0|0|0.0|0|94.79166666666667|0|3.6875|0
0|2022-01-09|0.0|0|0.0|0|77.91666666666667|0|4.5|0
0|2022-01-10|0.0|0|0.0|0|96.45833333333333|0|3.6875|0
0|2022-01-11|0.0|0|0.0|0|47.5|0|1.7291666666666667|0
0|2022-01-12|0.0|0|0.0|0|11.875|0|3.1875|0
0|2022-01-13|0.0|0|0.0|0|60.625|0|3.5833333333333335|0
0|2022-01-14|0.0|0|0.0|0|55.833333333333336|0|1.4166666666666667|0
0|2022-01-15|0.0|0|0.0|0|117.5|0|4.083333333333333|0
0|2022-01-16|0.0|0|0.0|0|70.83333333333333|0|2.75|0
0|2022-01-17|0.0|25|0.0|25|116.0|0|2.1041666666666665|0
