|dates|Gilpin_Colorado_UnitedStates.JHU_ConfirmedCases.data|Gilpin_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Gilpin_Colorado_UnitedStates.NYT_ConfirmedCases.data|Gilpin_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Gilpin_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Gilpin_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Gilpin_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Gilpin_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|531.0|0|531.0|0|3.0|0|0.0|100
0|2021-12-01|531.0|0|531.0|0|3.0|0|0.0|100
0|2021-12-02|538.0|0|538.0|0|3.0|0|0.0|100
0|2021-12-03|538.0|0|538.0|0|3.0|0|0.0|100
0|2021-12-04|538.0|0|538.0|0|3.0|0|0.0|100
0|2021-12-05|538.0|0|538.0|0|3.0|0|0.0|100
0|2021-12-06|538.0|0|540.0|0|3.0|0|0.0|100
0|2021-12-07|543.0|0|543.0|0|4.0|0|0.0|100
0|2021-12-08|544.0|0|544.0|0|4.0|0|0.0|100
0|2021-12-09|545.0|0|545.0|0|4.0|0|0.0|100
0|2021-12-10|547.0|0|547.0|0|4.0|0|0.0|100
0|2021-12-11|547.0|0|547.0|0|4.0|0|0.0|100
0|2021-12-12|547.0|0|547.0|0|4.0|0|0.0|100
0|2021-12-13|552.0|0|552.0|0|4.0|0|0.0|100
0|2021-12-14|552.0|0|552.0|0|4.0|0|0.0|100
0|2021-12-15|553.0|0|553.0|0|4.0|0|0.0|100
0|2021-12-16|554.0|0|554.0|0|3.0|0|0.0|100
0|2021-12-17|557.0|0|557.0|0|3.0|0|0.0|100
0|2021-12-18|557.0|0|557.0|0|4.0|0|0.0|100
0|2021-12-19|557.0|0|557.0|0|4.0|0|0.0|100
0|2021-12-20|560.0|0|560.0|0|3.0|0|0.0|100
0|2021-12-21|565.0|0|565.0|0|3.0|0|0.0|100
0|2021-12-22|566.0|0|566.0|0|3.0|0|0.0|100
0|2021-12-23|571.0|0|571.0|0|3.0|0|0.0|100
0|2021-12-24|575.0|0|575.0|0|3.0|0|0.0|100
0|2021-12-25|575.0|0|575.0|0|3.0|0|0.0|100
0|2021-12-26|575.0|0|575.0|0|3.0|0|0.0|100
0|2021-12-27|579.0|0|579.0|0|3.0|0|0.0|100
0|2021-12-28|582.0|0|582.0|0|3.0|0|0.0|100
0|2021-12-29|590.0|0|590.0|0|3.0|0|0.0|100
0|2021-12-30|611.0|0|611.0|0|3.0|0|0.0|100
0|2021-12-31|616.0|0|616.0|0|3.0|0|0.0|100
0|2022-01-01|616.0|0|616.0|0|3.0|0|0.0|100
0|2022-01-02|616.0|0|616.0|0|3.0|0|0.0|100
0|2022-01-03|630.0|0|630.0|0|3.0|0|0.0|100
0|2022-01-04|637.0|0|637.0|0|3.0|0|0.0|100
0|2022-01-05|656.0|0|656.0|0|3.0|0|0.0|100
0|2022-01-06|664.0|0|664.0|0|4.0|0|0.0|100
0|2022-01-07|672.0|0|672.0|0|4.0|0|0.0|100
0|2022-01-08|672.0|0|672.0|0|4.0|0|0.0|100
0|2022-01-09|672.0|0|672.0|0|4.0|0|0.0|100
0|2022-01-10|710.0|0|710.0|0|4.0|0|0.0|100
0|2022-01-11|724.0|0|724.0|0|4.0|0|0.0|100
0|2022-01-12|740.0|0|740.0|0|4.0|0|0.0|100
0|2022-01-13|740.0|0|758.0|0|4.0|0|0.0|100
0|2022-01-14|769.0|0|764.0|0|4.0|0|0.0|100
0|2022-01-15|769.0|0|769.0|0|4.0|0|0.0|100
0|2022-01-16|769.0|0|769.0|0|4.0|0|0.0|100
0|2022-01-17|789.0|0|0.0|100|4.0|0|0.0|100
