|dates|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedCases.data|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|OtterTail_Minnesota_UnitedStates.NYT_ConfirmedCases.data|OtterTail_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|9093.0|0|9093.0|0|116.0|0|0.0|100
0|2021-11-13|9093.0|0|9093.0|0|116.0|0|0.0|100
0|2021-11-14|9093.0|0|9093.0|0|116.0|0|0.0|100
0|2021-11-15|9145.0|0|9145.0|0|116.0|0|0.0|100
0|2021-11-16|9249.0|0|9249.0|0|117.0|0|0.0|100
0|2021-11-17|9292.0|0|9292.0|0|117.0|0|0.0|100
0|2021-11-18|9356.0|0|9356.0|0|119.0|0|0.0|100
0|2021-11-19|9403.0|0|9403.0|0|119.0|0|0.0|100
0|2021-11-20|9403.0|0|9403.0|0|119.0|0|0.0|100
0|2021-11-21|9403.0|0|9403.0|0|119.0|0|0.0|100
0|2021-11-22|9439.0|0|9439.0|0|123.0|0|0.0|100
0|2021-11-23|9537.0|0|9537.0|0|123.0|0|0.0|100
0|2021-11-24|9568.0|0|9568.0|0|124.0|0|0.0|100
0|2021-11-25|9568.0|0|9568.0|0|124.0|0|0.0|100
0|2021-11-26|9611.0|0|9611.0|0|126.0|0|0.0|100
0|2021-11-27|9611.0|0|9611.0|0|126.0|0|0.0|100
0|2021-11-28|9611.0|0|9611.0|0|126.0|0|0.0|100
0|2021-11-29|9653.0|0|9653.0|0|127.0|0|0.0|100
0|2021-11-30|9758.0|0|9758.0|0|127.0|0|0.0|100
0|2021-12-01|9813.0|0|9813.0|0|127.0|0|0.0|100
0|2021-12-02|9813.0|0|9860.0|0|127.0|0|0.0|100
0|2021-12-03|9908.0|0|9908.0|0|130.0|0|0.0|100
0|2021-12-04|9908.0|0|9908.0|0|130.0|0|0.0|100
0|2021-12-05|9908.0|0|9908.0|0|130.0|0|0.0|100
0|2021-12-06|9951.0|0|9951.0|0|130.0|0|0.0|100
0|2021-12-07|10046.0|0|10046.0|0|132.0|0|0.0|100
0|2021-12-08|10066.0|0|10066.0|0|132.0|0|0.0|100
0|2021-12-09|10120.0|0|10120.0|0|133.0|0|0.0|100
0|2021-12-10|10157.0|0|10157.0|0|134.0|0|0.0|100
0|2021-12-11|10157.0|0|10157.0|0|134.0|0|0.0|100
0|2021-12-12|10157.0|0|10157.0|0|134.0|0|0.0|100
0|2021-12-13|10183.0|0|10183.0|0|135.0|0|0.0|100
0|2021-12-14|10183.0|0|10244.0|0|135.0|0|0.0|100
0|2021-12-15|10280.0|0|10280.0|0|135.0|0|0.0|100
0|2021-12-16|10304.0|0|10304.0|0|135.0|0|0.0|100
0|2021-12-17|10328.0|0|10328.0|0|137.0|0|0.0|100
0|2021-12-18|10328.0|0|10328.0|0|137.0|0|0.0|100
0|2021-12-19|10328.0|0|10328.0|0|137.0|0|0.0|100
0|2021-12-20|10373.0|0|10373.0|0|140.0|0|0.0|100
0|2021-12-21|10410.0|0|10410.0|0|140.0|0|0.0|100
0|2021-12-22|10424.0|0|10424.0|0|140.0|0|0.0|100
0|2021-12-23|10454.0|0|10454.0|0|140.0|0|0.0|100
0|2021-12-24|10454.0|0|10454.0|0|140.0|0|0.0|100
0|2021-12-25|10454.0|0|10454.0|0|140.0|0|0.0|100
0|2021-12-26|10454.0|0|10454.0|0|140.0|0|0.0|100
0|2021-12-27|10482.0|0|10482.0|0|142.0|0|0.0|100
0|2021-12-28|10514.0|0|10514.0|0|143.0|0|0.0|100
0|2021-12-29|10534.0|0|10534.0|0|144.0|0|0.0|100
0|2021-12-30|10556.0|0|10556.0|0|144.0|0|0.0|100
0|2021-12-31|10556.0|0|10556.0|0|144.0|0|0.0|100
0|2022-01-01|10556.0|0|10556.0|0|144.0|0|0.0|100
0|2022-01-02|10556.0|0|10556.0|0|144.0|0|0.0|100
0|2022-01-03|10576.0|0|10576.0|0|144.0|0|0.0|100
0|2022-01-04|10627.0|0|10627.0|0|144.0|0|0.0|100
0|2022-01-05|10655.0|0|10655.0|0|146.0|0|0.0|100
0|2022-01-06|10687.0|0|10687.0|0|147.0|0|0.0|100
0|2022-01-07|10702.0|0|10702.0|0|147.0|0|0.0|100
0|2022-01-08|10702.0|0|10702.0|0|147.0|0|0.0|100
0|2022-01-09|10702.0|0|10702.0|0|147.0|0|0.0|100
0|2022-01-10|10736.0|0|10736.0|0|147.0|0|0.0|100
0|2022-01-11|10812.0|0|10812.0|0|147.0|0|0.0|100
0|2022-01-12|10848.0|0|10848.0|0|148.0|0|0.0|100
0|2022-01-13|10848.0|0|10902.0|0|148.0|0|0.0|100
0|2022-01-14|10935.0|0|10935.0|0|148.0|0|0.0|100
0|2022-01-15|10935.0|0|10935.0|0|148.0|0|0.0|100
0|2022-01-16|10935.0|0|10935.0|0|148.0|0|0.0|100
0|2022-01-17|10935.0|0|0.0|100|148.0|0|0.0|100
