|dates|Kittson_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Kittson_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Kittson_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Kittson_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Kittson_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Kittson_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Kittson_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Kittson_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|712.0|0|712.0|0|23.0|0|0.0|100
0|2021-11-26|715.0|0|715.0|0|23.0|0|0.0|100
0|2021-11-27|715.0|0|715.0|0|23.0|0|0.0|100
0|2021-11-28|715.0|0|715.0|0|23.0|0|0.0|100
0|2021-11-29|718.0|0|718.0|0|23.0|0|0.0|100
0|2021-11-30|730.0|0|730.0|0|23.0|0|0.0|100
0|2021-12-01|732.0|0|732.0|0|23.0|0|0.0|100
0|2021-12-02|732.0|0|736.0|0|23.0|0|0.0|100
0|2021-12-03|746.0|0|746.0|0|23.0|0|0.0|100
0|2021-12-04|746.0|0|746.0|0|23.0|0|0.0|100
0|2021-12-05|746.0|0|746.0|0|23.0|0|0.0|100
0|2021-12-06|753.0|0|753.0|0|23.0|0|0.0|100
0|2021-12-07|777.0|0|777.0|0|23.0|0|0.0|100
0|2021-12-08|780.0|0|780.0|0|23.0|0|0.0|100
0|2021-12-09|784.0|0|784.0|0|23.0|0|0.0|100
0|2021-12-10|794.0|0|794.0|0|23.0|0|0.0|100
0|2021-12-11|794.0|0|794.0|0|23.0|0|0.0|100
0|2021-12-12|794.0|0|794.0|0|23.0|0|0.0|100
0|2021-12-13|810.0|0|810.0|0|23.0|0|0.0|100
0|2021-12-14|810.0|0|821.0|0|23.0|0|0.0|100
0|2021-12-15|831.0|0|831.0|0|23.0|0|0.0|100
0|2021-12-16|833.0|0|833.0|0|23.0|0|0.0|100
0|2021-12-17|835.0|0|835.0|0|23.0|0|0.0|100
0|2021-12-18|835.0|0|835.0|0|23.0|0|0.0|100
0|2021-12-19|835.0|0|835.0|0|23.0|0|0.0|100
0|2021-12-20|839.0|0|839.0|0|23.0|0|0.0|100
0|2021-12-21|844.0|0|844.0|0|23.0|0|0.0|100
0|2021-12-22|846.0|0|846.0|0|23.0|0|0.0|100
0|2021-12-23|848.0|0|848.0|0|23.0|0|0.0|100
0|2021-12-24|848.0|0|848.0|0|23.0|0|0.0|100
0|2021-12-25|848.0|0|848.0|0|23.0|0|0.0|100
0|2021-12-26|848.0|0|848.0|0|23.0|0|0.0|100
0|2021-12-27|849.0|0|849.0|0|23.0|0|0.0|100
0|2021-12-28|851.0|0|851.0|0|23.0|0|0.0|100
0|2021-12-29|852.0|0|852.0|0|24.0|0|0.0|100
0|2021-12-30|856.0|0|856.0|0|24.0|0|0.0|100
0|2021-12-31|856.0|0|856.0|0|24.0|0|0.0|100
0|2022-01-01|856.0|0|856.0|0|24.0|0|0.0|100
0|2022-01-02|856.0|0|856.0|0|24.0|0|0.0|100
0|2022-01-03|858.0|0|858.0|0|24.0|0|0.0|100
0|2022-01-04|871.0|0|871.0|0|25.0|0|0.0|100
0|2022-01-05|872.0|0|872.0|0|25.0|0|0.0|100
0|2022-01-06|874.0|0|874.0|0|25.0|0|0.0|100
0|2022-01-07|874.0|0|874.0|0|25.0|0|0.0|100
0|2022-01-08|874.0|0|874.0|0|25.0|0|0.0|100
0|2022-01-09|874.0|0|874.0|0|25.0|0|0.0|100
0|2022-01-10|877.0|0|877.0|0|25.0|0|0.0|100
0|2022-01-11|886.0|0|886.0|0|25.0|0|0.0|100
0|2022-01-12|889.0|0|889.0|0|25.0|0|0.0|100
0|2022-01-13|889.0|0|892.0|0|25.0|0|0.0|100
0|2022-01-14|896.0|0|896.0|0|25.0|0|0.0|100
0|2022-01-15|896.0|0|896.0|0|25.0|0|0.0|100
0|2022-01-16|896.0|0|896.0|0|25.0|0|0.0|100
0|2022-01-17|896.0|0|0.0|100|25.0|0|0.0|100
