|dates|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.data|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Washington_Maryland_UnitedStates.NYT_ConfirmedCases.data|Washington_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|21415.0|0|21421.0|0|423.0|0|0.0|100
0|2021-11-29|21456.0|0|21462.0|0|423.0|0|0.0|100
0|2021-11-30|21506.0|0|21512.0|0|424.0|0|0.0|100
0|2021-12-01|21650.0|0|21656.0|0|425.0|0|0.0|100
0|2021-12-02|21796.0|0|21802.0|0|426.0|0|0.0|100
0|2021-12-03|21925.0|0|21931.0|0|427.0|0|0.0|100
0|2021-12-04|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-05|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-06|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-07|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-08|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-09|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-10|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-11|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-12|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-13|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-14|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-15|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-16|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-17|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-18|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-19|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-20|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-21|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-22|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-23|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-24|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-25|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-26|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-27|22026.0|0|22032.0|0|429.0|0|0.0|100
0|2021-12-28|24860.0|0|24866.0|0|452.0|0|0.0|100
0|2021-12-29|25078.0|0|25084.0|0|455.0|0|0.0|100
0|2021-12-30|25437.0|0|25443.0|0|462.0|0|0.0|100
0|2021-12-31|25437.0|0|25443.0|0|462.0|0|0.0|100
0|2022-01-01|25437.0|0|25443.0|0|462.0|0|0.0|100
0|2022-01-02|26440.0|0|26446.0|0|468.0|0|0.0|100
0|2022-01-03|26636.0|0|26642.0|0|468.0|0|0.0|100
0|2022-01-04|26740.0|0|26746.0|0|474.0|0|0.0|100
0|2022-01-05|27153.0|0|27159.0|0|477.0|0|0.0|100
0|2022-01-06|27634.0|0|27640.0|0|479.0|0|0.0|100
0|2022-01-07|27978.0|0|27984.0|0|485.0|0|0.0|100
0|2022-01-08|28309.0|0|28315.0|0|486.0|0|0.0|100
0|2022-01-09|28685.0|0|28691.0|0|486.0|0|0.0|100
0|2022-01-10|28787.0|0|28793.0|0|486.0|0|0.0|100
0|2022-01-11|28843.0|0|28849.0|0|489.0|0|0.0|100
0|2022-01-12|29402.0|0|29408.0|0|492.0|0|0.0|100
0|2022-01-13|29402.0|0|29712.0|0|492.0|0|0.0|100
0|2022-01-14|30027.0|0|30033.0|0|492.0|0|0.0|100
0|2022-01-15|30371.0|0|30377.0|0|495.0|0|0.0|100
0|2022-01-16|30703.0|0|30709.0|0|497.0|0|0.0|100
0|2022-01-17|30856.0|0|0.0|100|498.0|0|0.0|100
