|dates|Grant_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Oklahoma_UnitedStates.Male_Total_Population.data|Grant_Oklahoma_UnitedStates.Male_Total_Population.missing|Grant_Oklahoma_UnitedStates.Female_Total_Population.data|Grant_Oklahoma_UnitedStates.Female_Total_Population.missing|Grant_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-11-29|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-11-30|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-01|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-02|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-03|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-04|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-05|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-06|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-07|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-08|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-09|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-10|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-11|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-12|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-13|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-14|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-15|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-16|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-17|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-18|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-19|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-20|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-21|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-22|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-23|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-24|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-25|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-26|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-27|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-28|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-29|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-30|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2021-12-31|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-01|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-02|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-03|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-04|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-05|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-06|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-07|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-08|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-09|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-10|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-11|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-12|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-13|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-14|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-15|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-16|951.0|0|2145.0|0|2181.0|0|1029.0|0
0|2022-01-17|951.0|0|2145.0|0|2181.0|0|1029.0|0
