|dates|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Missouri_UnitedStates.NYT_ConfirmedCases.data|Franklin_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|15369.0|0|15369.0|0|228.0|0|0.0|100
0|2021-11-23|15410.0|0|15410.0|0|228.0|0|0.0|100
0|2021-11-24|15456.0|0|15456.0|0|228.0|0|0.0|100
0|2021-11-25|15456.0|0|15456.0|0|228.0|0|0.0|100
0|2021-11-26|15456.0|0|15456.0|0|228.0|0|0.0|100
0|2021-11-27|15456.0|0|15456.0|0|228.0|0|0.0|100
0|2021-11-28|15456.0|0|15456.0|0|228.0|0|0.0|100
0|2021-11-29|15615.0|0|15615.0|0|228.0|0|0.0|100
0|2021-11-30|15670.0|0|15670.0|0|231.0|0|0.0|100
0|2021-12-01|15738.0|0|15738.0|0|231.0|0|0.0|100
0|2021-12-02|15805.0|0|15805.0|0|261.0|0|0.0|100
0|2021-12-03|15805.0|0|15805.0|0|261.0|0|0.0|100
0|2021-12-04|15893.0|0|15893.0|0|261.0|0|0.0|100
0|2021-12-05|15912.0|0|15912.0|0|261.0|0|0.0|100
0|2021-12-06|15970.0|0|15970.0|0|261.0|0|0.0|100
0|2021-12-07|16001.0|0|16001.0|0|263.0|0|0.0|100
0|2021-12-08|16089.0|0|16089.0|0|264.0|0|0.0|100
0|2021-12-09|16155.0|0|16155.0|0|264.0|0|0.0|100
0|2021-12-10|16205.0|0|16205.0|0|264.0|0|0.0|100
0|2021-12-11|16239.0|0|16239.0|0|264.0|0|0.0|100
0|2021-12-12|16277.0|0|16277.0|0|264.0|0|0.0|100
0|2021-12-13|16289.0|0|16289.0|0|264.0|0|0.0|100
0|2021-12-14|16289.0|0|16329.0|0|264.0|0|0.0|100
0|2021-12-15|16406.0|0|16406.0|0|265.0|0|0.0|100
0|2021-12-16|16484.0|0|16484.0|0|265.0|0|0.0|100
0|2021-12-17|16540.0|0|16540.0|0|265.0|0|0.0|100
0|2021-12-18|16589.0|0|16589.0|0|265.0|0|0.0|100
0|2021-12-19|16622.0|0|16622.0|0|265.0|0|0.0|100
0|2021-12-20|16661.0|0|16661.0|0|265.0|0|0.0|100
0|2021-12-21|16703.0|0|16703.0|0|270.0|0|0.0|100
0|2021-12-22|16782.0|0|16782.0|0|270.0|0|0.0|100
0|2021-12-23|16890.0|0|16890.0|0|270.0|0|0.0|100
0|2021-12-24|16890.0|0|16890.0|0|270.0|0|0.0|100
0|2021-12-25|16890.0|0|16890.0|0|270.0|0|0.0|100
0|2021-12-26|16890.0|0|16890.0|0|270.0|0|0.0|100
0|2021-12-27|17047.0|0|17047.0|0|270.0|0|0.0|100
0|2021-12-28|17119.0|0|17119.0|0|273.0|0|0.0|100
0|2021-12-29|17250.0|0|17250.0|0|273.0|0|0.0|100
0|2021-12-30|17349.0|0|17349.0|0|273.0|0|0.0|100
0|2021-12-31|17349.0|0|17349.0|0|273.0|0|0.0|100
0|2022-01-01|17349.0|0|17349.0|0|273.0|0|0.0|100
0|2022-01-02|17349.0|0|17349.0|0|273.0|0|0.0|100
0|2022-01-03|17349.0|0|17702.0|0|273.0|0|0.0|100
0|2022-01-04|17811.0|0|17811.0|0|276.0|0|0.0|100
0|2022-01-05|18012.0|0|18012.0|0|277.0|0|0.0|100
0|2022-01-06|18175.0|0|18175.0|0|277.0|0|0.0|100
0|2022-01-07|18394.0|0|18394.0|0|277.0|0|0.0|100
0|2022-01-08|18590.0|0|18590.0|0|277.0|0|0.0|100
0|2022-01-09|18637.0|0|18637.0|0|277.0|0|0.0|100
0|2022-01-10|18756.0|0|18756.0|0|277.0|0|0.0|100
0|2022-01-11|18950.0|0|18950.0|0|285.0|0|0.0|100
0|2022-01-12|19134.0|0|19134.0|0|285.0|0|0.0|100
0|2022-01-13|19134.0|0|19278.0|0|285.0|0|0.0|100
0|2022-01-14|19377.0|0|19377.0|0|285.0|0|0.0|100
0|2022-01-15|19599.0|0|19599.0|0|285.0|0|0.0|100
0|2022-01-16|19601.0|0|19601.0|0|285.0|0|0.0|100
0|2022-01-17|19601.0|0|0.0|100|285.0|0|0.0|100
