|dates|Story_Iowa_UnitedStates.JHU_ConfirmedCases.data|Story_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Story_Iowa_UnitedStates.NYT_ConfirmedCases.data|Story_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Story_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Story_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Story_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Story_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|14570.0|0|14594.0|0|61.0|0|0.0|100
0|2021-12-27|14570.0|0|14594.0|0|61.0|0|0.0|100
0|2021-12-28|14570.0|0|14594.0|0|61.0|0|0.0|100
0|2021-12-29|14727.0|0|14785.0|0|64.0|0|0.0|100
0|2021-12-30|14727.0|0|14785.0|0|64.0|0|0.0|100
0|2021-12-31|14727.0|0|14785.0|0|64.0|0|0.0|100
0|2022-01-01|14727.0|0|14785.0|0|64.0|0|0.0|100
0|2022-01-02|14727.0|0|14785.0|0|64.0|0|0.0|100
0|2022-01-03|14727.0|0|14785.0|0|64.0|0|0.0|100
0|2022-01-04|14727.0|0|14785.0|0|64.0|0|0.0|100
0|2022-01-05|15131.0|0|15257.0|0|66.0|0|0.0|100
0|2022-01-06|15131.0|0|15257.0|0|66.0|0|0.0|100
0|2022-01-07|15131.0|0|15257.0|0|66.0|0|0.0|100
0|2022-01-08|15131.0|0|15257.0|0|66.0|0|0.0|100
0|2022-01-09|15131.0|0|15257.0|0|66.0|0|0.0|100
0|2022-01-10|15131.0|0|15257.0|0|66.0|0|0.0|100
0|2022-01-11|15131.0|0|15257.0|0|66.0|0|0.0|100
0|2022-01-12|16084.0|0|16201.0|0|69.0|0|0.0|100
0|2022-01-13|16084.0|0|16201.0|0|69.0|0|0.0|100
0|2022-01-14|16084.0|0|16201.0|0|69.0|0|0.0|100
0|2022-01-15|16084.0|0|16201.0|0|69.0|0|0.0|100
0|2022-01-16|16084.0|0|16201.0|0|69.0|0|0.0|100
0|2022-01-17|16084.0|0|0.0|100|69.0|0|0.0|100
