|dates|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Claiborne_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Claiborne_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|1379.0|0|1379.0|0|40.0|0|0.0|100
0|2022-01-01|1379.0|0|1379.0|0|40.0|0|0.0|100
0|2022-01-02|1379.0|0|1379.0|0|40.0|0|0.0|100
0|2022-01-03|1437.0|0|1437.0|0|40.0|0|0.0|100
0|2022-01-04|1453.0|0|1453.0|0|41.0|0|0.0|100
0|2022-01-05|1475.0|0|1475.0|0|41.0|0|0.0|100
0|2022-01-06|1527.0|0|1527.0|0|41.0|0|0.0|100
0|2022-01-07|1566.0|0|1566.0|0|41.0|0|0.0|100
0|2022-01-08|1566.0|0|1566.0|0|41.0|0|0.0|100
0|2022-01-09|1566.0|0|1566.0|0|41.0|0|0.0|100
0|2022-01-10|1566.0|0|1600.0|0|41.0|0|0.0|100
0|2022-01-11|1664.0|0|1664.0|0|41.0|0|0.0|100
0|2022-01-12|1664.0|0|1671.0|0|41.0|0|0.0|100
0|2022-01-13|1664.0|0|1726.0|0|41.0|0|0.0|100
0|2022-01-14|1749.0|0|1749.0|0|41.0|0|0.0|100
0|2022-01-15|1749.0|0|1749.0|0|41.0|0|0.0|100
0|2022-01-16|1749.0|0|1749.0|0|41.0|0|0.0|100
0|2022-01-17|1749.0|0|0.0|100|41.0|0|0.0|100
