|dates|Franklin_Kansas_UnitedStates.JHU_ConfirmedCases.data|Franklin_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Kansas_UnitedStates.NYT_ConfirmedCases.data|Franklin_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|4539.0|0|4539.0|0|62.0|0|0.0|100
0|2021-12-24|4539.0|0|4539.0|0|62.0|0|0.0|100
0|2021-12-25|4539.0|0|4539.0|0|62.0|0|0.0|100
0|2021-12-26|4539.0|0|4539.0|0|62.0|0|0.0|100
0|2021-12-27|4663.0|0|4663.0|0|62.0|0|0.0|100
0|2021-12-28|4663.0|0|4663.0|0|62.0|0|0.0|100
0|2021-12-29|4773.0|0|4773.0|0|62.0|0|0.0|100
0|2021-12-30|4773.0|0|4773.0|0|62.0|0|0.0|100
0|2021-12-31|4773.0|0|4773.0|0|62.0|0|0.0|100
0|2022-01-01|4773.0|0|4773.0|0|62.0|0|0.0|100
0|2022-01-02|4773.0|0|4773.0|0|62.0|0|0.0|100
0|2022-01-03|5000.0|0|5000.0|0|62.0|0|0.0|100
0|2022-01-04|5000.0|0|5000.0|0|62.0|0|0.0|100
0|2022-01-05|5123.0|0|5123.0|0|62.0|0|0.0|100
0|2022-01-06|5123.0|0|5123.0|0|62.0|0|0.0|100
0|2022-01-07|5278.0|0|5278.0|0|68.0|0|0.0|100
0|2022-01-08|5278.0|0|5278.0|0|68.0|0|0.0|100
0|2022-01-09|5278.0|0|5278.0|0|68.0|0|0.0|100
0|2022-01-10|5399.0|0|5399.0|0|68.0|0|0.0|100
0|2022-01-11|5399.0|0|5399.0|0|68.0|0|0.0|100
0|2022-01-12|5399.0|0|5514.0|0|68.0|0|0.0|100
0|2022-01-13|5399.0|0|5628.0|0|68.0|0|0.0|100
0|2022-01-14|5832.0|0|5832.0|0|67.0|0|0.0|100
0|2022-01-15|5832.0|0|5832.0|0|67.0|0|0.0|100
0|2022-01-16|5832.0|0|5832.0|0|67.0|0|0.0|100
0|2022-01-17|5832.0|0|0.0|100|67.0|0|0.0|100
