|dates|Amherst_Virginia_UnitedStates.JHU_ConfirmedCases.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Amherst_Virginia_UnitedStates.NYT_ConfirmedCases.data|Amherst_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Amherst_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Amherst_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|4774.0|0|4774.0|0|62.0|0|0.0|100
0|2021-12-26|4774.0|0|4774.0|0|62.0|0|0.0|100
0|2021-12-27|4794.0|0|4794.0|0|62.0|0|0.0|100
0|2021-12-28|4795.0|0|4795.0|0|62.0|0|0.0|100
0|2021-12-29|4822.0|0|4822.0|0|63.0|0|0.0|100
0|2021-12-30|4845.0|0|4845.0|0|63.0|0|0.0|100
0|2021-12-31|4894.0|0|4894.0|0|63.0|0|0.0|100
0|2022-01-01|4894.0|0|4894.0|0|63.0|0|0.0|100
0|2022-01-02|4894.0|0|4894.0|0|63.0|0|0.0|100
0|2022-01-03|5008.0|0|5008.0|0|63.0|0|0.0|100
0|2022-01-04|5042.0|0|5042.0|0|63.0|0|0.0|100
0|2022-01-05|5059.0|0|5059.0|0|63.0|0|0.0|100
0|2022-01-06|5100.0|0|5100.0|0|63.0|0|0.0|100
0|2022-01-07|5146.0|0|5146.0|0|63.0|0|0.0|100
0|2022-01-08|5146.0|0|5146.0|0|63.0|0|0.0|100
0|2022-01-09|5146.0|0|5146.0|0|63.0|0|0.0|100
0|2022-01-10|5330.0|0|5330.0|0|63.0|0|0.0|100
0|2022-01-11|5358.0|0|5358.0|0|63.0|0|0.0|100
0|2022-01-12|5426.0|0|5426.0|0|63.0|0|0.0|100
0|2022-01-13|5426.0|0|5495.0|0|63.0|0|0.0|100
0|2022-01-14|5528.0|0|5528.0|0|64.0|0|0.0|100
0|2022-01-15|5528.0|0|5528.0|0|64.0|0|0.0|100
0|2022-01-16|5528.0|0|5528.0|0|64.0|0|0.0|100
0|2022-01-17|5697.0|0|0.0|100|64.0|0|0.0|100
