|dates|Franklin_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Franklin_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|4881.0|0|4881.0|0|144.0|0|0.0|100
0|2021-12-30|4945.0|0|4945.0|0|144.0|0|0.0|100
0|2021-12-31|4945.0|0|4945.0|0|144.0|0|0.0|100
0|2022-01-01|4945.0|0|4945.0|0|144.0|0|0.0|100
0|2022-01-02|4945.0|0|4945.0|0|144.0|0|0.0|100
0|2022-01-03|5003.0|0|5003.0|0|144.0|0|0.0|100
0|2022-01-04|5025.0|0|5025.0|0|144.0|0|0.0|100
0|2022-01-05|5088.0|0|5088.0|0|144.0|0|0.0|100
0|2022-01-06|5161.0|0|5161.0|0|144.0|0|0.0|100
0|2022-01-07|5202.0|0|5202.0|0|144.0|0|0.0|100
0|2022-01-08|5202.0|0|5202.0|0|144.0|0|0.0|100
0|2022-01-09|5202.0|0|5202.0|0|144.0|0|0.0|100
0|2022-01-10|5275.0|0|5275.0|0|144.0|0|0.0|100
0|2022-01-11|5345.0|0|5345.0|0|144.0|0|0.0|100
0|2022-01-12|5345.0|0|5345.0|0|144.0|0|0.0|100
0|2022-01-13|5345.0|0|5345.0|0|144.0|0|0.0|100
0|2022-01-14|5522.0|0|5522.0|0|144.0|0|0.0|100
0|2022-01-15|5522.0|0|5522.0|0|144.0|0|0.0|100
0|2022-01-16|5522.0|0|5522.0|0|144.0|0|0.0|100
0|2022-01-17|5522.0|0|0.0|100|144.0|0|0.0|100
