|dates|Cottle_Texas_UnitedStates.JHU_ConfirmedCases.data|Cottle_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cottle_Texas_UnitedStates.NYT_ConfirmedCases.data|Cottle_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cottle_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cottle_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cottle_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cottle_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-19|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-20|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-21|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-22|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-23|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-24|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-25|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-26|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-27|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-28|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-29|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-30|257.0|0|257.0|0|9.0|0|0.0|100
0|2021-12-31|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-01|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-02|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-03|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-04|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-05|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-06|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-07|257.0|0|257.0|0|9.0|0|0.0|100
0|2022-01-08|258.0|0|258.0|0|9.0|0|0.0|100
0|2022-01-09|258.0|0|258.0|0|9.0|0|0.0|100
0|2022-01-10|258.0|0|258.0|0|9.0|0|0.0|100
0|2022-01-11|258.0|0|258.0|0|9.0|0|0.0|100
0|2022-01-12|258.0|0|258.0|0|9.0|0|0.0|100
0|2022-01-13|258.0|0|259.0|0|9.0|0|0.0|100
0|2022-01-14|259.0|0|258.0|0|9.0|0|0.0|100
0|2022-01-15|258.0|0|258.0|0|9.0|0|0.0|100
0|2022-01-16|260.0|0|260.0|0|9.0|0|0.0|100
0|2022-01-17|261.0|0|0.0|100|9.0|0|0.0|100
