|dates|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Utah_UnitedStates.NYT_ConfirmedCases.data|SanJuan_Utah_UnitedStates.NYT_ConfirmedCases.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|2526.0|0|2526.0|0|42.0|0|0.0|100
0|2021-11-09|2560.0|0|2560.0|0|43.0|0|0.0|100
0|2021-11-10|2567.0|0|2567.0|0|43.0|0|0.0|100
0|2021-11-11|2567.0|0|2567.0|0|43.0|0|0.0|100
0|2021-11-12|2588.0|0|2588.0|0|43.0|0|0.0|100
0|2021-11-13|2588.0|0|2588.0|0|43.0|0|0.0|100
0|2021-11-14|2588.0|0|2588.0|0|43.0|0|0.0|100
0|2021-11-15|2605.0|0|2605.0|0|43.0|0|0.0|100
0|2021-11-16|2609.0|0|2609.0|0|43.0|0|0.0|100
0|2021-11-17|2620.0|0|2620.0|0|43.0|0|0.0|100
0|2021-11-18|2635.0|0|2635.0|0|43.0|0|0.0|100
0|2021-11-19|2644.0|0|2644.0|0|43.0|0|0.0|100
0|2021-11-20|2644.0|0|2644.0|0|43.0|0|0.0|100
0|2021-11-21|2644.0|0|2644.0|0|43.0|0|0.0|100
0|2021-11-22|2664.0|0|2664.0|0|43.0|0|0.0|100
0|2021-11-23|2667.0|0|2667.0|0|43.0|0|0.0|100
0|2021-11-24|2682.0|0|2682.0|0|43.0|0|0.0|100
0|2021-11-25|2682.0|0|2682.0|0|43.0|0|0.0|100
0|2021-11-26|2692.0|0|2692.0|0|43.0|0|0.0|100
0|2021-11-27|2692.0|0|2692.0|0|43.0|0|0.0|100
0|2021-11-28|2692.0|0|2692.0|0|43.0|0|0.0|100
0|2021-11-29|2703.0|0|2703.0|0|43.0|0|0.0|100
0|2021-11-30|2706.0|0|2706.0|0|43.0|0|0.0|100
0|2021-12-01|2720.0|0|2720.0|0|43.0|0|0.0|100
0|2021-12-02|2730.0|0|2730.0|0|43.0|0|0.0|100
0|2021-12-03|2740.0|0|2740.0|0|43.0|0|0.0|100
0|2021-12-04|2740.0|0|2740.0|0|43.0|0|0.0|100
0|2021-12-05|2740.0|0|2740.0|0|43.0|0|0.0|100
0|2021-12-06|2764.0|0|2764.0|0|43.0|0|0.0|100
0|2021-12-07|2766.0|0|2766.0|0|43.0|0|0.0|100
0|2021-12-08|2775.0|0|2775.0|0|43.0|0|0.0|100
0|2021-12-09|2778.0|0|2778.0|0|43.0|0|0.0|100
0|2021-12-10|2781.0|0|2781.0|0|43.0|0|0.0|100
0|2021-12-11|2781.0|0|2781.0|0|43.0|0|0.0|100
0|2021-12-12|2781.0|0|2781.0|0|43.0|0|0.0|100
0|2021-12-13|2794.0|0|2794.0|0|44.0|0|0.0|100
0|2021-12-14|2794.0|0|2794.0|0|44.0|0|0.0|100
0|2021-12-15|2806.0|0|2806.0|0|45.0|0|0.0|100
0|2021-12-16|2812.0|0|2812.0|0|45.0|0|0.0|100
0|2021-12-17|2820.0|0|2820.0|0|45.0|0|0.0|100
0|2021-12-18|2820.0|0|2820.0|0|45.0|0|0.0|100
0|2021-12-19|2820.0|0|2820.0|0|45.0|0|0.0|100
0|2021-12-20|2826.0|0|2826.0|0|45.0|0|0.0|100
0|2021-12-21|2824.0|0|2824.0|0|45.0|0|0.0|100
0|2021-12-22|2828.0|0|2828.0|0|45.0|0|0.0|100
0|2021-12-23|2831.0|0|2831.0|0|45.0|0|0.0|100
0|2021-12-24|2831.0|0|2831.0|0|45.0|0|0.0|100
0|2021-12-25|2831.0|0|2831.0|0|45.0|0|0.0|100
0|2021-12-26|2831.0|0|2831.0|0|45.0|0|0.0|100
0|2021-12-27|2842.0|0|2842.0|0|45.0|0|0.0|100
0|2021-12-28|2845.0|0|2845.0|0|45.0|0|0.0|100
0|2021-12-29|2857.0|0|2857.0|0|45.0|0|0.0|100
0|2021-12-30|2863.0|0|2863.0|0|45.0|0|0.0|100
0|2021-12-31|2863.0|0|2863.0|0|45.0|0|0.0|100
0|2022-01-01|2863.0|0|2863.0|0|45.0|0|0.0|100
0|2022-01-02|2863.0|0|2863.0|0|45.0|0|0.0|100
0|2022-01-03|2879.0|0|2879.0|0|46.0|0|0.0|100
0|2022-01-04|2890.0|0|2890.0|0|46.0|0|0.0|100
0|2022-01-05|2914.0|0|2914.0|0|46.0|0|0.0|100
0|2022-01-06|2943.0|0|2943.0|0|46.0|0|0.0|100
0|2022-01-07|2967.0|0|2967.0|0|46.0|0|0.0|100
0|2022-01-08|2967.0|0|2967.0|0|46.0|0|0.0|100
0|2022-01-09|2967.0|0|2967.0|0|46.0|0|0.0|100
0|2022-01-10|3037.0|0|3037.0|0|46.0|0|0.0|100
0|2022-01-11|3057.0|0|3057.0|0|47.0|0|0.0|100
0|2022-01-12|3074.0|0|3074.0|0|47.0|0|0.0|100
0|2022-01-13|3074.0|0|3129.0|0|47.0|0|0.0|100
0|2022-01-14|3168.0|0|3168.0|0|47.0|0|0.0|100
0|2022-01-15|3168.0|0|3168.0|0|47.0|0|0.0|100
0|2022-01-16|3168.0|0|3168.0|0|47.0|0|0.0|100
0|2022-01-17|3168.0|0|0.0|100|47.0|0|0.0|100
