|dates|Orleans_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orleans_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orleans_Louisiana_UnitedStates.Male_Total_Population.data|Orleans_Louisiana_UnitedStates.Male_Total_Population.missing|Orleans_Louisiana_UnitedStates.Female_Total_Population.data|Orleans_Louisiana_UnitedStates.Female_Total_Population.missing|Orleans_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Orleans_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-20|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-21|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-22|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-23|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-24|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-25|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-26|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-27|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-28|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-29|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-30|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2021-12-31|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-01|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-02|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-03|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-04|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-05|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-06|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-07|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-08|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-09|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-10|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-11|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-12|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-13|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-14|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-15|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-16|57760.0|0|185068.0|0|205938.0|0|78086.0|0
0|2022-01-17|57760.0|0|185068.0|0|205938.0|0|78086.0|0
