|dates|Christian_Missouri_UnitedStates.JHU_ConfirmedCases.data|Christian_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Christian_Missouri_UnitedStates.NYT_ConfirmedCases.data|Christian_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Christian_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Christian_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Christian_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Christian_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|14464.0|0|14464.0|0|203.0|0|0.0|100
0|2021-12-18|14515.0|0|14515.0|0|203.0|0|0.0|100
0|2021-12-19|14535.0|0|14535.0|0|203.0|0|0.0|100
0|2021-12-20|14558.0|0|14558.0|0|203.0|0|0.0|100
0|2021-12-21|14580.0|0|14580.0|0|206.0|0|0.0|100
0|2021-12-22|14617.0|0|14617.0|0|206.0|0|0.0|100
0|2021-12-23|14677.0|0|14677.0|0|206.0|0|0.0|100
0|2021-12-24|14677.0|0|14677.0|0|206.0|0|0.0|100
0|2021-12-25|14677.0|0|14677.0|0|206.0|0|0.0|100
0|2021-12-26|14677.0|0|14677.0|0|206.0|0|0.0|100
0|2021-12-27|14766.0|0|14766.0|0|206.0|0|0.0|100
0|2021-12-28|14793.0|0|14793.0|0|210.0|0|0.0|100
0|2021-12-29|14856.0|0|14856.0|0|211.0|0|0.0|100
0|2021-12-30|14933.0|0|14933.0|0|211.0|0|0.0|100
0|2021-12-31|14933.0|0|14933.0|0|211.0|0|0.0|100
0|2022-01-01|14933.0|0|14933.0|0|211.0|0|0.0|100
0|2022-01-02|14933.0|0|14933.0|0|211.0|0|0.0|100
0|2022-01-03|14933.0|0|15153.0|0|211.0|0|0.0|100
0|2022-01-04|15186.0|0|15186.0|0|213.0|0|0.0|100
0|2022-01-05|15318.0|0|15318.0|0|213.0|0|0.0|100
0|2022-01-06|15407.0|0|15407.0|0|213.0|0|0.0|100
0|2022-01-07|15530.0|0|15530.0|0|213.0|0|0.0|100
0|2022-01-08|15665.0|0|15665.0|0|213.0|0|0.0|100
0|2022-01-09|15771.0|0|15771.0|0|213.0|0|0.0|100
0|2022-01-10|15834.0|0|15834.0|0|213.0|0|0.0|100
0|2022-01-11|15927.0|0|15927.0|0|214.0|0|0.0|100
0|2022-01-12|16011.0|0|16011.0|0|214.0|0|0.0|100
0|2022-01-13|16011.0|0|16136.0|0|214.0|0|0.0|100
0|2022-01-14|16288.0|0|16288.0|0|214.0|0|0.0|100
0|2022-01-15|16526.0|0|16526.0|0|214.0|0|0.0|100
0|2022-01-16|16526.0|0|16526.0|0|214.0|0|0.0|100
0|2022-01-17|16526.0|0|0.0|100|214.0|0|0.0|100
