|dates|Billings_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Billings_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Billings_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Billings_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Billings_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Billings_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Billings_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Billings_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-19|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-20|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-21|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-22|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-23|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-24|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-25|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-26|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-27|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-28|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-29|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-11-30|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-01|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-02|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-03|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-04|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-05|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-06|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-07|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-08|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-09|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-10|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-11|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-12|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-13|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-14|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-15|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-16|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-17|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-18|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-19|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-20|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-21|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-22|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-23|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-24|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-25|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-26|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-27|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-28|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-29|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-30|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2021-12-31|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-01|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-02|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-03|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-04|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-05|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-06|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-07|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-08|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-09|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-10|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-11|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-12|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-13|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-14|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-15|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-16|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
0|2022-01-17|367.0|0|13.0|0|3.4210526315789473|0|380.0|0
