|dates|Otsego_Michigan_UnitedStates.JHU_ConfirmedCases.data|Otsego_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Otsego_Michigan_UnitedStates.NYT_ConfirmedCases.data|Otsego_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Otsego_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Otsego_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Otsego_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Otsego_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|3994.0|0|4017.0|0|69.0|0|0.0|100
0|2021-12-05|3994.0|0|4017.0|0|69.0|0|0.0|100
0|2021-12-06|4036.0|0|4057.0|0|70.0|0|0.0|100
0|2021-12-07|4036.0|0|4071.0|0|70.0|0|0.0|100
0|2021-12-08|4069.0|0|4069.0|0|72.0|0|0.0|100
0|2021-12-09|4069.0|0|4109.0|0|72.0|0|0.0|100
0|2021-12-10|4099.0|0|4117.0|0|73.0|0|0.0|100
0|2021-12-11|4099.0|0|4117.0|0|73.0|0|0.0|100
0|2021-12-12|4099.0|0|4117.0|0|73.0|0|0.0|100
0|2021-12-13|4134.0|0|4151.0|0|73.0|0|0.0|100
0|2021-12-14|4134.0|0|4164.0|0|73.0|0|0.0|100
0|2021-12-15|4160.0|0|4179.0|0|74.0|0|0.0|100
0|2021-12-16|4160.0|0|4195.0|0|74.0|0|0.0|100
0|2021-12-17|4185.0|0|4211.0|0|75.0|0|0.0|100
0|2021-12-18|4185.0|0|4211.0|0|75.0|0|0.0|100
0|2021-12-19|4185.0|0|4211.0|0|75.0|0|0.0|100
0|2021-12-20|4214.0|0|4236.0|0|76.0|0|0.0|100
0|2021-12-21|4214.0|0|4252.0|0|76.0|0|0.0|100
0|2021-12-22|4246.0|0|4265.0|0|78.0|0|0.0|100
0|2021-12-23|4246.0|0|4265.0|0|78.0|0|0.0|100
0|2021-12-24|4246.0|0|4265.0|0|78.0|0|0.0|100
0|2021-12-25|4246.0|0|4265.0|0|78.0|0|0.0|100
0|2021-12-26|4246.0|0|4265.0|0|78.0|0|0.0|100
0|2021-12-27|4273.0|0|4293.0|0|78.0|0|0.0|100
0|2021-12-28|4273.0|0|4293.0|0|78.0|0|0.0|100
0|2021-12-29|4299.0|0|4301.0|0|79.0|0|0.0|100
0|2021-12-30|4299.0|0|4301.0|0|79.0|0|0.0|100
0|2021-12-31|4299.0|0|4301.0|0|79.0|0|0.0|100
0|2022-01-01|4299.0|0|4301.0|0|79.0|0|0.0|100
0|2022-01-02|4299.0|0|4301.0|0|79.0|0|0.0|100
0|2022-01-03|4332.0|0|4332.0|0|81.0|0|0.0|100
0|2022-01-04|4332.0|0|4385.0|0|81.0|0|0.0|100
0|2022-01-05|4377.0|0|4408.0|0|82.0|0|0.0|100
0|2022-01-06|4377.0|0|4426.0|0|82.0|0|0.0|100
0|2022-01-07|4423.0|0|4458.0|0|84.0|0|0.0|100
0|2022-01-08|4423.0|0|4458.0|0|84.0|0|0.0|100
0|2022-01-09|4423.0|0|4458.0|0|84.0|0|0.0|100
0|2022-01-10|4485.0|0|4508.0|0|84.0|0|0.0|100
0|2022-01-11|4485.0|0|4508.0|0|84.0|0|0.0|100
0|2022-01-12|4565.0|0|4593.0|0|86.0|0|0.0|100
0|2022-01-13|4565.0|0|4593.0|0|86.0|0|0.0|100
0|2022-01-14|4633.0|0|4671.0|0|87.0|0|0.0|100
0|2022-01-15|4633.0|0|4671.0|0|87.0|0|0.0|100
0|2022-01-16|4633.0|0|4671.0|0|87.0|0|0.0|100
0|2022-01-17|4633.0|0|0.0|100|87.0|0|0.0|100
