|dates|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wilkes_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Wilkes_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|11682.0|0|11682.0|0|198.0|0|0.0|100
0|2021-12-23|11682.0|0|11682.0|0|198.0|0|0.0|100
0|2021-12-24|11682.0|0|11682.0|0|198.0|0|0.0|100
0|2021-12-25|11682.0|0|11682.0|0|198.0|0|0.0|100
0|2021-12-26|11682.0|0|11682.0|0|198.0|0|0.0|100
0|2021-12-27|11682.0|0|11682.0|0|198.0|0|0.0|100
0|2021-12-28|11889.0|0|11889.0|0|199.0|0|0.0|100
0|2021-12-29|11933.0|0|11933.0|0|199.0|0|0.0|100
0|2021-12-30|12038.0|0|12038.0|0|205.0|0|0.0|100
0|2021-12-31|12038.0|0|12101.0|0|205.0|0|0.0|100
0|2022-01-01|12038.0|0|12101.0|0|205.0|0|0.0|100
0|2022-01-02|12038.0|0|12101.0|0|205.0|0|0.0|100
0|2022-01-03|12326.0|0|12326.0|0|205.0|0|0.0|100
0|2022-01-04|12388.0|0|12388.0|0|205.0|0|0.0|100
0|2022-01-05|12451.0|0|12451.0|0|205.0|0|0.0|100
0|2022-01-06|12565.0|0|12565.0|0|205.0|0|0.0|100
0|2022-01-07|12715.0|0|12715.0|0|205.0|0|0.0|100
0|2022-01-08|12715.0|0|12715.0|0|205.0|0|0.0|100
0|2022-01-09|12715.0|0|12715.0|0|205.0|0|0.0|100
0|2022-01-10|13009.0|0|13009.0|0|206.0|0|0.0|100
0|2022-01-11|13104.0|0|13104.0|0|207.0|0|0.0|100
0|2022-01-12|13218.0|0|13218.0|0|207.0|0|0.0|100
0|2022-01-13|13218.0|0|13393.0|0|207.0|0|0.0|100
0|2022-01-14|13568.0|0|13568.0|0|207.0|0|0.0|100
0|2022-01-15|13568.0|0|13568.0|0|207.0|0|0.0|100
0|2022-01-16|13568.0|0|13568.0|0|207.0|0|0.0|100
0|2022-01-17|13568.0|0|0.0|100|207.0|0|0.0|100
