|dates|Chester_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chester_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chester_Pennsylvania_UnitedStates.Male_Total_Population.data|Chester_Pennsylvania_UnitedStates.Male_Total_Population.missing|Chester_Pennsylvania_UnitedStates.Female_Total_Population.data|Chester_Pennsylvania_UnitedStates.Female_Total_Population.missing|Chester_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Chester_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-11-29|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-11-30|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-01|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-02|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-03|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-04|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-05|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-06|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-07|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-08|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-09|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-10|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-11|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-12|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-13|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-14|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-15|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-16|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-17|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-18|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-19|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-20|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-21|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-22|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-23|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-24|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-25|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-26|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-27|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-28|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-29|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-30|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2021-12-31|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-01|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-02|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-03|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-04|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-05|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-06|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-07|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-08|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-09|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-10|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-11|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-12|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-13|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-14|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-15|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-16|85335.0|0|257214.0|0|264832.0|0|118139.0|0
0|2022-01-17|85335.0|0|257214.0|0|264832.0|0|118139.0|0
