|dates|Oakland_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oakland_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oakland_Michigan_UnitedStates.Male_Total_Population.data|Oakland_Michigan_UnitedStates.Male_Total_Population.missing|Oakland_Michigan_UnitedStates.Female_Total_Population.data|Oakland_Michigan_UnitedStates.Female_Total_Population.missing|Oakland_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Oakland_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-12|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-13|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-14|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-15|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-16|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-17|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-18|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-19|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-20|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-21|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-22|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-23|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-24|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-25|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-26|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-27|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-28|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-29|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-11-30|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-01|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-02|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-03|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-04|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-05|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-06|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-07|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-08|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-09|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-10|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-11|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-12|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-13|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-14|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-15|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-16|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-17|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-18|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-19|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-20|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-21|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-22|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-23|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-24|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-25|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-26|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-27|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-28|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-29|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-30|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2021-12-31|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-01|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-02|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-03|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-04|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-05|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-06|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-07|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-08|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-09|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-10|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-11|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-12|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-13|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-14|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-15|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-16|211527.0|0|617094.0|0|642107.0|0|264031.0|0
0|2022-01-17|211527.0|0|617094.0|0|642107.0|0|264031.0|0
