|dates|Asotin_Washington_UnitedStates.JHU_ConfirmedCases.data|Asotin_Washington_UnitedStates.JHU_ConfirmedCases.missing|Asotin_Washington_UnitedStates.NYT_ConfirmedCases.data|Asotin_Washington_UnitedStates.NYT_ConfirmedCases.missing|Asotin_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Asotin_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Asotin_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Asotin_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|3185.0|0|3185.0|0|52.0|0|0.0|100
0|2022-01-03|3194.0|0|3194.0|0|52.0|0|0.0|100
0|2022-01-04|3198.0|0|3198.0|0|54.0|0|0.0|100
0|2022-01-05|3212.0|0|3212.0|0|54.0|0|0.0|100
0|2022-01-06|3243.0|0|3243.0|0|54.0|0|0.0|100
0|2022-01-07|3258.0|0|3258.0|0|54.0|0|0.0|100
0|2022-01-08|3258.0|0|3258.0|0|54.0|0|0.0|100
0|2022-01-09|3258.0|0|3258.0|0|54.0|0|0.0|100
0|2022-01-10|3318.0|0|3318.0|0|54.0|0|0.0|100
0|2022-01-11|3320.0|0|3320.0|0|54.0|0|0.0|100
0|2022-01-12|3356.0|0|3356.0|0|54.0|0|0.0|100
0|2022-01-13|3356.0|0|3387.0|0|54.0|0|0.0|100
0|2022-01-14|3424.0|0|3424.0|0|54.0|0|0.0|100
0|2022-01-15|3424.0|0|3424.0|0|54.0|0|0.0|100
0|2022-01-16|3424.0|0|3424.0|0|54.0|0|0.0|100
0|2022-01-17|3424.0|0|0.0|100|54.0|0|0.0|100
