|dates|Shannon_Missouri_UnitedStates.JHU_ConfirmedCases.data|Shannon_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Shannon_Missouri_UnitedStates.NYT_ConfirmedCases.data|Shannon_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Shannon_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Shannon_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Shannon_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Shannon_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|1169.0|0|1169.0|0|29.0|0|0.0|100
0|2021-12-22|1172.0|0|1172.0|0|29.0|0|0.0|100
0|2021-12-23|1180.0|0|1180.0|0|29.0|0|0.0|100
0|2021-12-24|1180.0|0|1180.0|0|29.0|0|0.0|100
0|2021-12-25|1180.0|0|1180.0|0|29.0|0|0.0|100
0|2021-12-26|1180.0|0|1180.0|0|29.0|0|0.0|100
0|2021-12-27|1183.0|0|1183.0|0|29.0|0|0.0|100
0|2021-12-28|1189.0|0|1189.0|0|29.0|0|0.0|100
0|2021-12-29|1194.0|0|1194.0|0|29.0|0|0.0|100
0|2021-12-30|1197.0|0|1197.0|0|29.0|0|0.0|100
0|2021-12-31|1197.0|0|1197.0|0|29.0|0|0.0|100
0|2022-01-01|1197.0|0|1197.0|0|29.0|0|0.0|100
0|2022-01-02|1197.0|0|1197.0|0|29.0|0|0.0|100
0|2022-01-03|1197.0|0|1202.0|0|29.0|0|0.0|100
0|2022-01-04|1203.0|0|1203.0|0|30.0|0|0.0|100
0|2022-01-05|1209.0|0|1209.0|0|30.0|0|0.0|100
0|2022-01-06|1211.0|0|1211.0|0|30.0|0|0.0|100
0|2022-01-07|1214.0|0|1214.0|0|30.0|0|0.0|100
0|2022-01-08|1223.0|0|1223.0|0|30.0|0|0.0|100
0|2022-01-09|1223.0|0|1223.0|0|30.0|0|0.0|100
0|2022-01-10|1225.0|0|1225.0|0|30.0|0|0.0|100
0|2022-01-11|1229.0|0|1229.0|0|30.0|0|0.0|100
0|2022-01-12|1238.0|0|1238.0|0|30.0|0|0.0|100
0|2022-01-13|1238.0|0|1246.0|0|30.0|0|0.0|100
0|2022-01-14|1247.0|0|1247.0|0|30.0|0|0.0|100
0|2022-01-15|1259.0|0|1259.0|0|30.0|0|0.0|100
0|2022-01-16|1259.0|0|1259.0|0|30.0|0|0.0|100
0|2022-01-17|1259.0|0|0.0|100|30.0|0|0.0|100
