|dates|Gove_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gove_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gove_Kansas_UnitedStates.Male_Total_Population.data|Gove_Kansas_UnitedStates.Male_Total_Population.missing|Gove_Kansas_UnitedStates.Female_Total_Population.data|Gove_Kansas_UnitedStates.Female_Total_Population.missing|Gove_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Gove_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-11|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-12|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-13|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-14|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-15|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-16|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-17|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-18|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-19|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-20|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-21|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-22|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-23|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-24|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-25|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-26|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-27|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-28|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-29|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-30|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2021-12-31|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-01|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-02|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-03|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-04|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-05|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-06|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-07|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-08|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-09|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-10|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-11|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-12|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-13|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-14|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-15|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-16|635.0|0|1315.0|0|1297.0|0|626.0|0
0|2022-01-17|635.0|0|1315.0|0|1297.0|0|626.0|0
