|dates|NewCastle_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewCastle_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewCastle_Delaware_UnitedStates.Male_Total_Population.data|NewCastle_Delaware_UnitedStates.Male_Total_Population.missing|NewCastle_Delaware_UnitedStates.Female_Total_Population.data|NewCastle_Delaware_UnitedStates.Female_Total_Population.missing|NewCastle_Delaware_UnitedStates.MaleAndFemale_Under18_Population.data|NewCastle_Delaware_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-22|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-23|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-24|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-25|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-26|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-27|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-28|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-29|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-11-30|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-01|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-02|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-03|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-04|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-05|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-06|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-07|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-08|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-09|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-10|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-11|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-12|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-13|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-14|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-15|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-16|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-17|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-18|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-19|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-20|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-21|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-22|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-23|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-24|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-25|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-26|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-27|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-28|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-29|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-30|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2021-12-31|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-01|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-02|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-03|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-04|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-05|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-06|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-07|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-08|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-09|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-10|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-11|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-12|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-13|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-14|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-15|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-16|87028.0|0|271123.0|0|288212.0|0|120227.0|0
0|2022-01-17|87028.0|0|271123.0|0|288212.0|0|120227.0|0
