|dates|Posey_Indiana_UnitedStates.JHU_ConfirmedCases.data|Posey_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Posey_Indiana_UnitedStates.NYT_ConfirmedCases.data|Posey_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Posey_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Posey_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Posey_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Posey_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|3855.0|0|3855.0|0|44.0|0|0.0|100
0|2021-11-11|3855.0|0|3872.0|0|44.0|0|0.0|100
0|2021-11-12|3878.0|0|3878.0|0|44.0|0|0.0|100
0|2021-11-13|3878.0|0|3878.0|0|44.0|0|0.0|100
0|2021-11-14|3878.0|0|3878.0|0|44.0|0|0.0|100
0|2021-11-15|3907.0|0|3907.0|0|44.0|0|0.0|100
0|2021-11-16|3911.0|0|3911.0|0|44.0|0|0.0|100
0|2021-11-17|3917.0|0|3917.0|0|44.0|0|0.0|100
0|2021-11-18|3924.0|0|3924.0|0|44.0|0|0.0|100
0|2021-11-19|3932.0|0|3932.0|0|44.0|0|0.0|100
0|2021-11-20|3932.0|0|3932.0|0|44.0|0|0.0|100
0|2021-11-21|3932.0|0|3932.0|0|44.0|0|0.0|100
0|2021-11-22|3962.0|0|3962.0|0|44.0|0|0.0|100
0|2021-11-23|3974.0|0|3974.0|0|44.0|0|0.0|100
0|2021-11-24|3983.0|0|3983.0|0|44.0|0|0.0|100
0|2021-11-25|3983.0|0|3983.0|0|44.0|0|0.0|100
0|2021-11-26|3983.0|0|3983.0|0|44.0|0|0.0|100
0|2021-11-27|3983.0|0|3983.0|0|44.0|0|0.0|100
0|2021-11-28|3983.0|0|3983.0|0|44.0|0|0.0|100
0|2021-11-29|4032.0|0|4032.0|0|44.0|0|0.0|100
0|2021-11-30|4040.0|0|4040.0|0|44.0|0|0.0|100
0|2021-12-01|4054.0|0|4054.0|0|44.0|0|0.0|100
0|2021-12-02|4075.0|0|4075.0|0|44.0|0|0.0|100
0|2021-12-03|4100.0|0|4100.0|0|44.0|0|0.0|100
0|2021-12-04|4100.0|0|4100.0|0|44.0|0|0.0|100
0|2021-12-05|4100.0|0|4100.0|0|44.0|0|0.0|100
0|2021-12-06|4129.0|0|4129.0|0|44.0|0|0.0|100
0|2021-12-07|4138.0|0|4138.0|0|44.0|0|0.0|100
0|2021-12-08|4168.0|0|4168.0|0|44.0|0|0.0|100
0|2021-12-09|4180.0|0|4180.0|0|44.0|0|0.0|100
0|2021-12-10|4201.0|0|4201.0|0|44.0|0|0.0|100
0|2021-12-11|4201.0|0|4201.0|0|44.0|0|0.0|100
0|2021-12-12|4201.0|0|4201.0|0|44.0|0|0.0|100
0|2021-12-13|4231.0|0|4231.0|0|45.0|0|0.0|100
0|2021-12-14|4231.0|0|4242.0|0|45.0|0|0.0|100
0|2021-12-15|4253.0|0|4253.0|0|45.0|0|0.0|100
0|2021-12-16|4270.0|0|4270.0|0|45.0|0|0.0|100
0|2021-12-17|4282.0|0|4282.0|0|45.0|0|0.0|100
0|2021-12-18|4282.0|0|4282.0|0|45.0|0|0.0|100
0|2021-12-19|4282.0|0|4282.0|0|45.0|0|0.0|100
0|2021-12-20|4315.0|0|4315.0|0|45.0|0|0.0|100
0|2021-12-21|4328.0|0|4328.0|0|45.0|0|0.0|100
0|2021-12-22|4348.0|0|4348.0|0|45.0|0|0.0|100
0|2021-12-23|4348.0|0|4348.0|0|45.0|0|0.0|100
0|2021-12-24|4348.0|0|4348.0|0|45.0|0|0.0|100
0|2021-12-25|4348.0|0|4348.0|0|45.0|0|0.0|100
0|2021-12-26|4348.0|0|4348.0|0|45.0|0|0.0|100
0|2021-12-27|4404.0|0|4404.0|0|45.0|0|0.0|100
0|2021-12-28|4418.0|0|4418.0|0|46.0|0|0.0|100
0|2021-12-29|4437.0|0|4437.0|0|46.0|0|0.0|100
0|2021-12-30|4463.0|0|4463.0|0|46.0|0|0.0|100
0|2021-12-31|4463.0|0|4463.0|0|46.0|0|0.0|100
0|2022-01-01|4463.0|0|4463.0|0|46.0|0|0.0|100
0|2022-01-02|4463.0|0|4463.0|0|46.0|0|0.0|100
0|2022-01-03|4546.0|0|4546.0|0|46.0|0|0.0|100
0|2022-01-04|4568.0|0|4568.0|0|46.0|0|0.0|100
0|2022-01-05|4629.0|0|4629.0|0|46.0|0|0.0|100
0|2022-01-06|4665.0|0|4665.0|0|46.0|0|0.0|100
0|2022-01-07|4712.0|0|4712.0|0|46.0|0|0.0|100
0|2022-01-08|4712.0|0|4712.0|0|46.0|0|0.0|100
0|2022-01-09|4712.0|0|4712.0|0|46.0|0|0.0|100
0|2022-01-10|4836.0|0|4836.0|0|46.0|0|0.0|100
0|2022-01-11|4874.0|0|4874.0|0|46.0|0|0.0|100
0|2022-01-12|4923.0|0|4923.0|0|46.0|0|0.0|100
0|2022-01-13|4923.0|0|5018.0|0|46.0|0|0.0|100
0|2022-01-14|5111.0|0|5111.0|0|46.0|0|0.0|100
0|2022-01-15|5111.0|0|5111.0|0|46.0|0|0.0|100
0|2022-01-16|5111.0|0|5111.0|0|46.0|0|0.0|100
0|2022-01-17|5291.0|0|0.0|100|46.0|0|0.0|100
