|dates|Baltimore_Maryland_UnitedStates.JHU_ConfirmedCases.data|Baltimore_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Baltimore_Maryland_UnitedStates.NYT_ConfirmedCases.data|Baltimore_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Baltimore_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Baltimore_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Baltimore_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Baltimore_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|94798.0|0|94841.0|0|1975.0|0|0.0|100
0|2022-01-01|94798.0|0|94841.0|0|1975.0|0|0.0|100
0|2022-01-02|99893.0|0|99936.0|0|1995.0|0|0.0|100
0|2022-01-03|101414.0|0|101457.0|0|1995.0|0|0.0|100
0|2022-01-04|103441.0|0|103484.0|0|2001.0|0|0.0|100
0|2022-01-05|105127.0|0|105170.0|0|2008.0|0|0.0|100
0|2022-01-06|106847.0|0|106890.0|0|2014.0|0|0.0|100
0|2022-01-07|108584.0|0|108627.0|0|2028.0|0|0.0|100
0|2022-01-08|110147.0|0|110190.0|0|2037.0|0|0.0|100
0|2022-01-09|112020.0|0|112063.0|0|2040.0|0|0.0|100
0|2022-01-10|113088.0|0|113131.0|0|2043.0|0|0.0|100
0|2022-01-11|114099.0|0|114142.0|0|2062.0|0|0.0|100
0|2022-01-12|115317.0|0|115360.0|0|2081.0|0|0.0|100
0|2022-01-13|115317.0|0|116508.0|0|2081.0|0|0.0|100
0|2022-01-14|117548.0|0|117592.0|0|2112.0|0|0.0|100
0|2022-01-15|118479.0|0|118523.0|0|2130.0|0|0.0|100
0|2022-01-16|119173.0|0|119217.0|0|2136.0|0|0.0|100
0|2022-01-17|119863.0|0|0.0|100|2140.0|0|0.0|100
