|dates|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.data|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Washington_UnitedStates.NYT_ConfirmedCases.data|Douglas_Washington_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|6783.0|0|6869.0|0|54.0|0|0.0|100
0|2021-12-23|6794.0|0|6879.0|0|54.0|0|0.0|100
0|2021-12-24|6794.0|0|6879.0|0|54.0|0|0.0|100
0|2021-12-25|6794.0|0|6879.0|0|54.0|0|0.0|100
0|2021-12-26|6794.0|0|6879.0|0|54.0|0|0.0|100
0|2021-12-27|6825.0|0|6879.0|0|54.0|0|0.0|100
0|2021-12-28|6830.0|0|6912.0|0|54.0|0|0.0|100
0|2021-12-29|6851.0|0|6916.0|0|54.0|0|0.0|100
0|2021-12-30|6880.0|0|6933.0|0|54.0|0|0.0|100
0|2021-12-31|6880.0|0|6933.0|0|54.0|0|0.0|100
0|2022-01-01|6880.0|0|6933.0|0|54.0|0|0.0|100
0|2022-01-02|6880.0|0|6933.0|0|54.0|0|0.0|100
0|2022-01-03|6974.0|0|6974.0|0|54.0|0|0.0|100
0|2022-01-04|7009.0|0|7062.0|0|54.0|0|0.0|100
0|2022-01-05|7068.0|0|7084.0|0|54.0|0|0.0|100
0|2022-01-06|7136.0|0|7149.0|0|54.0|0|0.0|100
0|2022-01-07|7190.0|0|7190.0|0|54.0|0|0.0|100
0|2022-01-08|7190.0|0|7190.0|0|54.0|0|0.0|100
0|2022-01-09|7190.0|0|7190.0|0|54.0|0|0.0|100
0|2022-01-10|7296.0|0|7296.0|0|54.0|0|0.0|100
0|2022-01-11|7378.0|0|7388.0|0|54.0|0|0.0|100
0|2022-01-12|7510.0|0|7510.0|0|54.0|0|0.0|100
0|2022-01-13|7510.0|0|7622.0|0|54.0|0|0.0|100
0|2022-01-14|7806.0|0|7806.0|0|55.0|0|0.0|100
0|2022-01-15|7806.0|0|7806.0|0|55.0|0|0.0|100
0|2022-01-16|7806.0|0|7806.0|0|55.0|0|0.0|100
0|2022-01-17|7806.0|0|0.0|100|55.0|0|0.0|100
