|dates|Shasta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shasta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shasta_California_UnitedStates.Male_Total_Population.data|Shasta_California_UnitedStates.Male_Total_Population.missing|Shasta_California_UnitedStates.Female_Total_Population.data|Shasta_California_UnitedStates.Female_Total_Population.missing|Shasta_California_UnitedStates.MaleAndFemale_Under18_Population.data|Shasta_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-12|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-13|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-14|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-15|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-16|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-17|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-18|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-19|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-20|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-21|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-22|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-23|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-24|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-25|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-26|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-27|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-28|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-29|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-30|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2021-12-31|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-01|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-02|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-03|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-04|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-05|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-06|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-07|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-08|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-09|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-10|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-11|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-12|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-13|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-14|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-15|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-16|37553.0|0|88367.0|0|91673.0|0|38584.0|0
0|2022-01-17|37553.0|0|88367.0|0|91673.0|0|38584.0|0
