|dates|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Keweenaw_Michigan_UnitedStates.NYT_ConfirmedCases.data|Keweenaw_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|334.0|0|334.0|0|7.0|0|0.0|100
0|2021-11-21|334.0|0|334.0|0|7.0|0|0.0|100
0|2021-11-22|344.0|0|344.0|0|8.0|0|0.0|100
0|2021-11-23|344.0|0|344.0|0|8.0|0|0.0|100
0|2021-11-24|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-11-25|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-11-26|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-11-27|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-11-28|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-11-29|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-11-30|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-12-01|365.0|0|365.0|0|9.0|0|0.0|100
0|2021-12-02|365.0|0|365.0|0|9.0|0|0.0|100
0|2021-12-03|375.0|0|375.0|0|9.0|0|0.0|100
0|2021-12-04|375.0|0|375.0|0|9.0|0|0.0|100
0|2021-12-05|375.0|0|375.0|0|9.0|0|0.0|100
0|2021-12-06|380.0|0|380.0|0|9.0|0|0.0|100
0|2021-12-07|380.0|0|380.0|0|9.0|0|0.0|100
0|2021-12-08|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-12-09|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-12-10|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-12-11|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-12-12|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-12-13|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-12-14|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-12-15|385.0|0|385.0|0|10.0|0|0.0|100
0|2021-12-16|385.0|0|385.0|0|10.0|0|0.0|100
0|2021-12-17|386.0|0|386.0|0|11.0|0|0.0|100
0|2021-12-18|386.0|0|386.0|0|11.0|0|0.0|100
0|2021-12-19|386.0|0|386.0|0|11.0|0|0.0|100
0|2021-12-20|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-12-21|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-12-22|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-12-23|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-12-24|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-12-25|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-12-26|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-12-27|389.0|0|389.0|0|11.0|0|0.0|100
0|2021-12-28|389.0|0|389.0|0|11.0|0|0.0|100
0|2021-12-29|391.0|0|391.0|0|11.0|0|0.0|100
0|2021-12-30|391.0|0|391.0|0|11.0|0|0.0|100
0|2021-12-31|391.0|0|391.0|0|11.0|0|0.0|100
0|2022-01-01|391.0|0|391.0|0|11.0|0|0.0|100
0|2022-01-02|391.0|0|391.0|0|11.0|0|0.0|100
0|2022-01-03|398.0|0|398.0|0|11.0|0|0.0|100
0|2022-01-04|398.0|0|398.0|0|11.0|0|0.0|100
0|2022-01-05|405.0|0|405.0|0|11.0|0|0.0|100
0|2022-01-06|405.0|0|405.0|0|11.0|0|0.0|100
0|2022-01-07|405.0|0|405.0|0|11.0|0|0.0|100
0|2022-01-08|405.0|0|405.0|0|11.0|0|0.0|100
0|2022-01-09|405.0|0|405.0|0|11.0|0|0.0|100
0|2022-01-10|407.0|0|407.0|0|11.0|0|0.0|100
0|2022-01-11|407.0|0|407.0|0|11.0|0|0.0|100
0|2022-01-12|409.0|0|409.0|0|11.0|0|0.0|100
0|2022-01-13|409.0|0|409.0|0|11.0|0|0.0|100
0|2022-01-14|419.0|0|419.0|0|11.0|0|0.0|100
0|2022-01-15|419.0|0|419.0|0|11.0|0|0.0|100
0|2022-01-16|419.0|0|419.0|0|11.0|0|0.0|100
0|2022-01-17|419.0|0|0.0|100|11.0|0|0.0|100
