|dates|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|WestFeliciana_Louisiana_UnitedStates.NYT_ConfirmedCases.data|WestFeliciana_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|1517.0|0|1517.0|0|41.0|0|0.0|100
0|2021-12-28|1518.0|0|1518.0|0|41.0|0|0.0|100
0|2021-12-29|1519.0|0|1519.0|0|41.0|0|0.0|100
0|2021-12-30|1522.0|0|1522.0|0|41.0|0|0.0|100
0|2021-12-31|1522.0|0|1522.0|0|41.0|0|0.0|100
0|2022-01-01|1522.0|0|1522.0|0|41.0|0|0.0|100
0|2022-01-02|1522.0|0|1522.0|0|41.0|0|0.0|100
0|2022-01-03|1529.0|0|1529.0|0|41.0|0|0.0|100
0|2022-01-04|1531.0|0|1531.0|0|41.0|0|0.0|100
0|2022-01-05|1532.0|0|1532.0|0|41.0|0|0.0|100
0|2022-01-06|1538.0|0|1538.0|0|41.0|0|0.0|100
0|2022-01-07|1538.0|0|1538.0|0|41.0|0|0.0|100
0|2022-01-08|1538.0|0|1538.0|0|41.0|0|0.0|100
0|2022-01-09|1538.0|0|1538.0|0|41.0|0|0.0|100
0|2022-01-10|1539.0|0|1539.0|0|41.0|0|0.0|100
0|2022-01-11|1542.0|0|1542.0|0|41.0|0|0.0|100
0|2022-01-12|1542.0|0|1542.0|0|41.0|0|0.0|100
0|2022-01-13|1542.0|0|1542.0|0|41.0|0|0.0|100
0|2022-01-14|1542.0|0|2370.0|0|41.0|0|0.0|100
0|2022-01-15|2370.0|0|2370.0|0|41.0|0|0.0|100
0|2022-01-16|2370.0|0|2370.0|0|41.0|0|0.0|100
0|2022-01-17|2370.0|0|0.0|100|41.0|0|0.0|100
