|dates|Rockcastle_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Rockcastle_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Rockcastle_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Rockcastle_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Rockcastle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Rockcastle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Rockcastle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Rockcastle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|3353.0|0|3364.0|0|38.0|0|0.0|100
0|2021-12-03|3374.0|0|3374.0|0|38.0|0|0.0|100
0|2021-12-04|3374.0|0|3374.0|0|38.0|0|0.0|100
0|2021-12-05|3374.0|0|3374.0|0|38.0|0|0.0|100
0|2021-12-06|3389.0|0|3389.0|0|41.0|0|0.0|100
0|2021-12-07|3401.0|0|3401.0|0|43.0|0|0.0|100
0|2021-12-08|3412.0|0|3412.0|0|43.0|0|0.0|100
0|2021-12-09|3420.0|0|3420.0|0|43.0|0|0.0|100
0|2021-12-10|3423.0|0|3423.0|0|43.0|0|0.0|100
0|2021-12-11|3423.0|0|3423.0|0|43.0|0|0.0|100
0|2021-12-12|3423.0|0|3423.0|0|43.0|0|0.0|100
0|2021-12-13|3430.0|0|3430.0|0|43.0|0|0.0|100
0|2021-12-14|3430.0|0|3437.0|0|43.0|0|0.0|100
0|2021-12-15|3445.0|0|3445.0|0|43.0|0|0.0|100
0|2021-12-16|3448.0|0|3448.0|0|43.0|0|0.0|100
0|2021-12-17|3454.0|0|3454.0|0|44.0|0|0.0|100
0|2021-12-18|3454.0|0|3454.0|0|44.0|0|0.0|100
0|2021-12-19|3454.0|0|3454.0|0|44.0|0|0.0|100
0|2021-12-20|3467.0|0|3467.0|0|44.0|0|0.0|100
0|2021-12-21|3473.0|0|3473.0|0|44.0|0|0.0|100
0|2021-12-22|3485.0|0|3485.0|0|44.0|0|0.0|100
0|2021-12-23|3485.0|0|3485.0|0|44.0|0|0.0|100
0|2021-12-24|3485.0|0|3485.0|0|44.0|0|0.0|100
0|2021-12-25|3485.0|0|3485.0|0|44.0|0|0.0|100
0|2021-12-26|3485.0|0|3485.0|0|44.0|0|0.0|100
0|2021-12-27|3507.0|0|3507.0|0|44.0|0|0.0|100
0|2021-12-28|3530.0|0|3530.0|0|44.0|0|0.0|100
0|2021-12-29|3536.0|0|3536.0|0|45.0|0|0.0|100
0|2021-12-30|3536.0|0|3536.0|0|45.0|0|0.0|100
0|2021-12-31|3536.0|0|3536.0|0|45.0|0|0.0|100
0|2022-01-01|3536.0|0|3536.0|0|45.0|0|0.0|100
0|2022-01-02|3536.0|0|3536.0|0|45.0|0|0.0|100
0|2022-01-03|3579.0|0|3579.0|0|47.0|0|0.0|100
0|2022-01-04|3590.0|0|3590.0|0|48.0|0|0.0|100
0|2022-01-05|3626.0|0|3626.0|0|48.0|0|0.0|100
0|2022-01-06|3649.0|0|3649.0|0|48.0|0|0.0|100
0|2022-01-07|3667.0|0|3667.0|0|48.0|0|0.0|100
0|2022-01-08|3667.0|0|3667.0|0|48.0|0|0.0|100
0|2022-01-09|3667.0|0|3667.0|0|48.0|0|0.0|100
0|2022-01-10|3676.0|0|3676.0|0|48.0|0|0.0|100
0|2022-01-11|3704.0|0|3704.0|0|48.0|0|0.0|100
0|2022-01-12|3721.0|0|3721.0|0|48.0|0|0.0|100
0|2022-01-13|3721.0|0|3755.0|0|48.0|0|0.0|100
0|2022-01-14|3803.0|0|3803.0|0|49.0|0|0.0|100
0|2022-01-15|3803.0|0|3803.0|0|49.0|0|0.0|100
0|2022-01-16|3803.0|0|3803.0|0|49.0|0|0.0|100
0|2022-01-17|3803.0|0|0.0|100|49.0|0|0.0|100
