|dates|Butler_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Ohio_UnitedStates.Male_Total_Population.data|Butler_Ohio_UnitedStates.Male_Total_Population.missing|Butler_Ohio_UnitedStates.Female_Total_Population.data|Butler_Ohio_UnitedStates.Female_Total_Population.missing|Butler_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-17|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-18|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-19|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-20|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-21|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-22|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-23|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-24|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-25|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-26|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-27|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-28|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-29|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-11-30|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-01|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-02|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-03|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-04|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-05|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-06|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-07|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-08|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-09|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-10|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-11|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-12|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-13|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-14|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-15|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-16|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-17|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-18|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-19|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-20|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-21|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-22|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-23|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-24|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-25|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-26|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-27|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-28|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-29|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-30|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2021-12-31|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-01|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-02|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-03|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-04|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-05|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-06|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-07|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-08|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-09|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-10|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-11|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-12|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-13|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-14|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-15|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-16|56176.0|0|187579.0|0|194799.0|0|89730.0|0
0|2022-01-17|56176.0|0|187579.0|0|194799.0|0|89730.0|0
