|dates|Pennington_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Pennington_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Pennington_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Pennington_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Pennington_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Pennington_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Pennington_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Pennington_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-19|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-20|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-21|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-22|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-23|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-24|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-25|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-26|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-27|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-28|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-29|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-30|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2021-12-31|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-01|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-02|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-03|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-04|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-05|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-06|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-07|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-08|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-09|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-10|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-11|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-12|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-13|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-14|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-15|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-16|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
0|2022-01-17|57026.0|0|1788.0|0|3.0400924949841874|0|58814.0|0
