|dates|Custer_Montana_UnitedStates.JHU_ConfirmedCases.data|Custer_Montana_UnitedStates.JHU_ConfirmedCases.missing|Custer_Montana_UnitedStates.NYT_ConfirmedCases.data|Custer_Montana_UnitedStates.NYT_ConfirmedCases.missing|Custer_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Custer_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|2417.0|0|2417.0|0|40.0|0|0.0|100
0|2021-12-18|2417.0|0|2417.0|0|40.0|0|0.0|100
0|2021-12-19|2417.0|0|2417.0|0|40.0|0|0.0|100
0|2021-12-20|2420.0|0|2420.0|0|40.0|0|0.0|100
0|2021-12-21|2422.0|0|2422.0|0|41.0|0|0.0|100
0|2021-12-22|2422.0|0|2422.0|0|41.0|0|0.0|100
0|2021-12-23|2422.0|0|2422.0|0|41.0|0|0.0|100
0|2021-12-24|2422.0|0|2422.0|0|41.0|0|0.0|100
0|2021-12-25|2422.0|0|2422.0|0|41.0|0|0.0|100
0|2021-12-26|2422.0|0|2422.0|0|41.0|0|0.0|100
0|2021-12-27|2424.0|0|2424.0|0|41.0|0|0.0|100
0|2021-12-28|2424.0|0|2424.0|0|41.0|0|0.0|100
0|2021-12-29|2431.0|0|2431.0|0|41.0|0|0.0|100
0|2021-12-30|2434.0|0|2434.0|0|41.0|0|0.0|100
0|2021-12-31|2434.0|0|2434.0|0|41.0|0|0.0|100
0|2022-01-01|2434.0|0|2434.0|0|41.0|0|0.0|100
0|2022-01-02|2434.0|0|2434.0|0|41.0|0|0.0|100
0|2022-01-03|2440.0|0|2440.0|0|41.0|0|0.0|100
0|2022-01-04|2449.0|0|2449.0|0|41.0|0|0.0|100
0|2022-01-05|2455.0|0|2455.0|0|41.0|0|0.0|100
0|2022-01-06|2461.0|0|2461.0|0|41.0|0|0.0|100
0|2022-01-07|2465.0|0|2465.0|0|41.0|0|0.0|100
0|2022-01-08|2465.0|0|2465.0|0|41.0|0|0.0|100
0|2022-01-09|2465.0|0|2465.0|0|41.0|0|0.0|100
0|2022-01-10|2468.0|0|2468.0|0|41.0|0|0.0|100
0|2022-01-11|2483.0|0|2483.0|0|43.0|0|0.0|100
0|2022-01-12|2493.0|0|2493.0|0|43.0|0|0.0|100
0|2022-01-13|2493.0|0|2508.0|0|43.0|0|0.0|100
0|2022-01-14|2524.0|0|2524.0|0|43.0|0|0.0|100
0|2022-01-15|2524.0|0|2524.0|0|43.0|0|0.0|100
0|2022-01-16|2524.0|0|2524.0|0|43.0|0|0.0|100
0|2022-01-17|2524.0|0|0.0|100|43.0|0|0.0|100
