|dates|Douglas_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Minnesota_UnitedStates.Male_Total_Population.data|Douglas_Minnesota_UnitedStates.Male_Total_Population.missing|Douglas_Minnesota_UnitedStates.Female_Total_Population.data|Douglas_Minnesota_UnitedStates.Female_Total_Population.missing|Douglas_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-08|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-09|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-10|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-11|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-12|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-13|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-14|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-15|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-16|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-17|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-18|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-19|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-20|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-21|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-22|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-23|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-24|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-25|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-26|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-27|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-28|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-29|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-30|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2021-12-31|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-01|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-02|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-03|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-04|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-05|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-06|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-07|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-08|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-09|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-10|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-11|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-12|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-13|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-14|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-15|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-16|8651.0|0|18993.0|0|18971.0|0|8182.0|0
0|2022-01-17|8651.0|0|18993.0|0|18971.0|0|8182.0|0
