|dates|Lassen_California_UnitedStates.BLS_EmployedPopulation.data|Lassen_California_UnitedStates.BLS_EmployedPopulation.missing|Lassen_California_UnitedStates.BLS_UnemployedPopulation.data|Lassen_California_UnitedStates.BLS_UnemployedPopulation.missing|Lassen_California_UnitedStates.BLS_UnemploymentRate.data|Lassen_California_UnitedStates.BLS_UnemploymentRate.missing|Lassen_California_UnitedStates.BLS_LaborForcePopulation.data|Lassen_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-25|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2021-12-26|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2021-12-27|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2021-12-28|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2021-12-29|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2021-12-30|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2021-12-31|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-01|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-02|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-03|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-04|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-05|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-06|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-07|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-08|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-09|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-10|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-11|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-12|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-13|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-14|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-15|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-16|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
0|2022-01-17|9111.0|0|512.0|0|5.320586095812117|0|9623.0|0
