|dates|DukesandNantucket_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|DukesandNantucket_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|DukesandNantucket_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|DukesandNantucket_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|DukesandNantucket_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|DukesandNantucket_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|DukesandNantucket_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|DukesandNantucket_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-06|3813.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-07|3813.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-08|3821.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-09|3827.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-10|3827.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-11|3832.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-12|3847.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-13|3847.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-14|3847.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-15|3855.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-16|3858.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-17|3862.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-18|3864.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-19|3866.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-20|3866.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-21|3866.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-22|3876.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-23|3884.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-24|3886.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-25|3886.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-26|3890.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-27|3890.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-28|3890.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-29|3900.0|0|0.0|100|7.0|0|0.0|100
0|2021-11-30|3910.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-01|3917.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-02|3917.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-03|3951.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-04|3951.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-05|3951.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-06|3993.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-07|4000.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-08|4020.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-09|4051.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-10|4076.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-11|4076.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-12|4076.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-13|4143.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-14|4143.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-15|4205.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-16|4240.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-17|4271.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-18|4271.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-19|4271.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-20|4360.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-21|4365.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-22|4405.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-23|4423.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-24|4461.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-25|4461.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-26|4461.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-27|4506.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-28|4541.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-29|4597.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-30|4647.0|0|0.0|100|7.0|0|0.0|100
0|2021-12-31|4699.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-01|4699.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-02|4699.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-03|4804.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-04|4869.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-05|4971.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-06|5057.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-07|5201.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-08|5201.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-09|5201.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-10|5489.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-11|5540.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-12|5599.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-13|5599.0|0|0.0|100|7.0|0|0.0|100
0|2022-01-14|5720.0|0|0.0|100|8.0|0|0.0|100
0|2022-01-15|5720.0|0|0.0|100|8.0|0|0.0|100
0|2022-01-16|5720.0|0|0.0|100|8.0|0|0.0|100
0|2022-01-17|5720.0|0|0.0|100|8.0|0|0.0|100
