|dates|St.Charles_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Charles_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Charles_Missouri_UnitedStates.Male_Total_Population.data|St.Charles_Missouri_UnitedStates.Male_Total_Population.missing|St.Charles_Missouri_UnitedStates.Female_Total_Population.data|St.Charles_Missouri_UnitedStates.Female_Total_Population.missing|St.Charles_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|St.Charles_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-13|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-14|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-15|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-16|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-17|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-18|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-19|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-20|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-21|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-22|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-23|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-24|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-25|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-26|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-27|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-28|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-29|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-11-30|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-01|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-02|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-03|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-04|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-05|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-06|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-07|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-08|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-09|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-10|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-11|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-12|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-13|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-14|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-15|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-16|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-17|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-18|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-19|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-20|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-21|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-22|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-23|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-24|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-25|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-26|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-27|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-28|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-29|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-30|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2021-12-31|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-01|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-02|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-03|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-04|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-05|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-06|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-07|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-08|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-09|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-10|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-11|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-12|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-13|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-14|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-15|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-16|60779.0|0|196224.0|0|202958.0|0|92666.0|0
0|2022-01-17|60779.0|0|196224.0|0|202958.0|0|92666.0|0
