|dates|Washington_Oregon_UnitedStates.JHU_ConfirmedCases.data|Washington_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Washington_Oregon_UnitedStates.NYT_ConfirmedCases.data|Washington_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Washington_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|43614.0|0|43614.0|0|429.0|0|0.0|100
0|2021-12-18|43614.0|0|43614.0|0|429.0|0|0.0|100
0|2021-12-19|43614.0|0|43614.0|0|429.0|0|0.0|100
0|2021-12-20|43875.0|0|43875.0|0|429.0|0|0.0|100
0|2021-12-21|43964.0|0|43964.0|0|434.0|0|0.0|100
0|2021-12-22|44077.0|0|44077.0|0|437.0|0|0.0|100
0|2021-12-23|44235.0|0|44235.0|0|439.0|0|0.0|100
0|2021-12-24|44235.0|0|44235.0|0|439.0|0|0.0|100
0|2021-12-25|44235.0|0|44235.0|0|439.0|0|0.0|100
0|2021-12-26|44235.0|0|44235.0|0|439.0|0|0.0|100
0|2021-12-27|44774.0|0|44774.0|0|440.0|0|0.0|100
0|2021-12-28|44987.0|0|44987.0|0|440.0|0|0.0|100
0|2021-12-29|45266.0|0|45266.0|0|440.0|0|0.0|100
0|2021-12-30|45682.0|0|45682.0|0|442.0|0|0.0|100
0|2021-12-31|45682.0|0|45682.0|0|442.0|0|0.0|100
0|2022-01-01|45682.0|0|45682.0|0|442.0|0|0.0|100
0|2022-01-02|45682.0|0|45682.0|0|442.0|0|0.0|100
0|2022-01-03|47745.0|0|47745.0|0|443.0|0|0.0|100
0|2022-01-04|48356.0|0|48356.0|0|450.0|0|0.0|100
0|2022-01-05|49230.0|0|49230.0|0|451.0|0|0.0|100
0|2022-01-06|50563.0|0|50563.0|0|451.0|0|0.0|100
0|2022-01-07|52451.0|0|52451.0|0|451.0|0|0.0|100
0|2022-01-08|52451.0|0|52451.0|0|453.0|0|0.0|100
0|2022-01-09|52451.0|0|52451.0|0|453.0|0|0.0|100
0|2022-01-10|56228.0|0|56228.0|0|453.0|0|0.0|100
0|2022-01-11|57331.0|0|57331.0|0|459.0|0|0.0|100
0|2022-01-12|58490.0|0|58490.0|0|459.0|0|0.0|100
0|2022-01-13|58490.0|0|60003.0|0|459.0|0|0.0|100
0|2022-01-14|61187.0|0|61187.0|0|460.0|0|0.0|100
0|2022-01-15|61187.0|0|61187.0|0|460.0|0|0.0|100
0|2022-01-16|61187.0|0|61187.0|0|460.0|0|0.0|100
0|2022-01-17|61187.0|0|0.0|100|460.0|0|0.0|100
