|dates|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedCases.data|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedCases.missing|NewMadrid_Missouri_UnitedStates.NYT_ConfirmedCases.data|NewMadrid_Missouri_UnitedStates.NYT_ConfirmedCases.missing|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|3342.0|0|3342.0|0|57.0|0|0.0|100
0|2021-11-10|3344.0|0|3344.0|0|57.0|0|0.0|100
0|2021-11-11|3344.0|0|3344.0|0|57.0|0|0.0|100
0|2021-11-12|3351.0|0|3351.0|0|57.0|0|0.0|100
0|2021-11-13|3356.0|0|3356.0|0|57.0|0|0.0|100
0|2021-11-14|3356.0|0|3356.0|0|57.0|0|0.0|100
0|2021-11-15|3356.0|0|3356.0|0|57.0|0|0.0|100
0|2021-11-16|3368.0|0|3368.0|0|57.0|0|0.0|100
0|2021-11-17|3369.0|0|3369.0|0|57.0|0|0.0|100
0|2021-11-18|3415.0|0|3415.0|0|57.0|0|0.0|100
0|2021-11-19|3421.0|0|3421.0|0|57.0|0|0.0|100
0|2021-11-20|3424.0|0|3424.0|0|57.0|0|0.0|100
0|2021-11-21|3425.0|0|3425.0|0|57.0|0|0.0|100
0|2021-11-22|3425.0|0|3425.0|0|57.0|0|0.0|100
0|2021-11-23|3430.0|0|3430.0|0|58.0|0|0.0|100
0|2021-11-24|3433.0|0|3433.0|0|58.0|0|0.0|100
0|2021-11-25|3433.0|0|3433.0|0|58.0|0|0.0|100
0|2021-11-26|3433.0|0|3433.0|0|58.0|0|0.0|100
0|2021-11-27|3433.0|0|3433.0|0|58.0|0|0.0|100
0|2021-11-28|3433.0|0|3433.0|0|58.0|0|0.0|100
0|2021-11-29|3436.0|0|3436.0|0|58.0|0|0.0|100
0|2021-11-30|3445.0|0|3445.0|0|58.0|0|0.0|100
0|2021-12-01|3449.0|0|3449.0|0|58.0|0|0.0|100
0|2021-12-02|3454.0|0|3454.0|0|70.0|0|0.0|100
0|2021-12-03|3454.0|0|3454.0|0|70.0|0|0.0|100
0|2021-12-04|3460.0|0|3460.0|0|70.0|0|0.0|100
0|2021-12-05|3464.0|0|3464.0|0|70.0|0|0.0|100
0|2021-12-06|3467.0|0|3467.0|0|70.0|0|0.0|100
0|2021-12-07|3470.0|0|3470.0|0|70.0|0|0.0|100
0|2021-12-08|3475.0|0|3475.0|0|70.0|0|0.0|100
0|2021-12-09|3483.0|0|3483.0|0|70.0|0|0.0|100
0|2021-12-10|3490.0|0|3490.0|0|70.0|0|0.0|100
0|2021-12-11|3492.0|0|3492.0|0|70.0|0|0.0|100
0|2021-12-12|3492.0|0|3492.0|0|70.0|0|0.0|100
0|2021-12-13|3492.0|0|3492.0|0|70.0|0|0.0|100
0|2021-12-14|3492.0|0|3493.0|0|70.0|0|0.0|100
0|2021-12-15|3496.0|0|3496.0|0|71.0|0|0.0|100
0|2021-12-16|3501.0|0|3501.0|0|71.0|0|0.0|100
0|2021-12-17|3501.0|0|3501.0|0|71.0|0|0.0|100
0|2021-12-18|3503.0|0|3503.0|0|71.0|0|0.0|100
0|2021-12-19|3503.0|0|3503.0|0|71.0|0|0.0|100
0|2021-12-20|3503.0|0|3503.0|0|71.0|0|0.0|100
0|2021-12-21|3507.0|0|3507.0|0|71.0|0|0.0|100
0|2021-12-22|3507.0|0|3507.0|0|71.0|0|0.0|100
0|2021-12-23|3515.0|0|3515.0|0|71.0|0|0.0|100
0|2021-12-24|3515.0|0|3515.0|0|71.0|0|0.0|100
0|2021-12-25|3515.0|0|3515.0|0|71.0|0|0.0|100
0|2021-12-26|3515.0|0|3515.0|0|71.0|0|0.0|100
0|2021-12-27|3522.0|0|3522.0|0|71.0|0|0.0|100
0|2021-12-28|3527.0|0|3527.0|0|71.0|0|0.0|100
0|2021-12-29|3533.0|0|3533.0|0|71.0|0|0.0|100
0|2021-12-30|3541.0|0|3541.0|0|71.0|0|0.0|100
0|2021-12-31|3541.0|0|3541.0|0|71.0|0|0.0|100
0|2022-01-01|3541.0|0|3541.0|0|71.0|0|0.0|100
0|2022-01-02|3541.0|0|3541.0|0|71.0|0|0.0|100
0|2022-01-03|3541.0|0|3558.0|0|71.0|0|0.0|100
0|2022-01-04|3581.0|0|3581.0|0|71.0|0|0.0|100
0|2022-01-05|3608.0|0|3608.0|0|71.0|0|0.0|100
0|2022-01-06|3635.0|0|3635.0|0|71.0|0|0.0|100
0|2022-01-07|3664.0|0|3664.0|0|71.0|0|0.0|100
0|2022-01-08|3700.0|0|3700.0|0|71.0|0|0.0|100
0|2022-01-09|3728.0|0|3728.0|0|71.0|0|0.0|100
0|2022-01-10|3749.0|0|3749.0|0|71.0|0|0.0|100
0|2022-01-11|3779.0|0|3779.0|0|72.0|0|0.0|100
0|2022-01-12|3817.0|0|3817.0|0|72.0|0|0.0|100
0|2022-01-13|3817.0|0|3857.0|0|72.0|0|0.0|100
0|2022-01-14|3887.0|0|3887.0|0|72.0|0|0.0|100
0|2022-01-15|3959.0|0|3959.0|0|72.0|0|0.0|100
0|2022-01-16|3959.0|0|3959.0|0|72.0|0|0.0|100
0|2022-01-17|3959.0|0|0.0|100|72.0|0|0.0|100
