|dates|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boone_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Boone_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|22047.0|0|22892.0|0|212.0|0|0.0|100
0|2021-12-02|22047.0|0|23001.0|0|212.0|0|0.0|100
0|2021-12-03|22243.0|0|23105.0|0|214.0|0|0.0|100
0|2021-12-04|22243.0|0|23105.0|0|214.0|0|0.0|100
0|2021-12-05|22243.0|0|23105.0|0|214.0|0|0.0|100
0|2021-12-06|22425.0|0|23317.0|0|217.0|0|0.0|100
0|2021-12-07|22487.0|0|23384.0|0|217.0|0|0.0|100
0|2021-12-08|22590.0|0|23483.0|0|217.0|0|0.0|100
0|2021-12-09|22640.0|0|23531.0|0|218.0|0|0.0|100
0|2021-12-10|22753.0|0|23625.0|0|218.0|0|0.0|100
0|2021-12-11|22753.0|0|23625.0|0|218.0|0|0.0|100
0|2021-12-12|22753.0|0|23625.0|0|218.0|0|0.0|100
0|2021-12-13|22951.0|0|23842.0|0|225.0|0|0.0|100
0|2021-12-14|22951.0|0|23903.0|0|225.0|0|0.0|100
0|2021-12-15|23094.0|0|23969.0|0|226.0|0|0.0|100
0|2021-12-16|23184.0|0|24048.0|0|226.0|0|0.0|100
0|2021-12-17|23256.0|0|24178.0|0|226.0|0|0.0|100
0|2021-12-18|23256.0|0|24178.0|0|226.0|0|0.0|100
0|2021-12-19|23256.0|0|24178.0|0|226.0|0|0.0|100
0|2021-12-20|23479.0|0|24405.0|0|226.0|0|0.0|100
0|2021-12-21|23532.0|0|24480.0|0|226.0|0|0.0|100
0|2021-12-22|23631.0|0|24597.0|0|226.0|0|0.0|100
0|2021-12-23|23631.0|0|24597.0|0|226.0|0|0.0|100
0|2021-12-24|23631.0|0|24597.0|0|226.0|0|0.0|100
0|2021-12-25|23631.0|0|24597.0|0|226.0|0|0.0|100
0|2021-12-26|23631.0|0|24597.0|0|226.0|0|0.0|100
0|2021-12-27|24050.0|0|24945.0|0|230.0|0|0.0|100
0|2021-12-28|24171.0|0|25190.0|0|231.0|0|0.0|100
0|2021-12-29|24378.0|0|25460.0|0|231.0|0|0.0|100
0|2021-12-30|24378.0|0|25460.0|0|231.0|0|0.0|100
0|2021-12-31|24378.0|0|25460.0|0|231.0|0|0.0|100
0|2022-01-01|24378.0|0|25460.0|0|231.0|0|0.0|100
0|2022-01-02|24378.0|0|25460.0|0|231.0|0|0.0|100
0|2022-01-03|25236.0|0|26539.0|0|232.0|0|0.0|100
0|2022-01-04|25446.0|0|26767.0|0|232.0|0|0.0|100
0|2022-01-05|25693.0|0|27008.0|0|234.0|0|0.0|100
0|2022-01-06|26149.0|0|27517.0|0|234.0|0|0.0|100
0|2022-01-07|26473.0|0|27968.0|0|234.0|0|0.0|100
0|2022-01-08|26473.0|0|27968.0|0|234.0|0|0.0|100
0|2022-01-09|26473.0|0|27968.0|0|234.0|0|0.0|100
0|2022-01-10|27354.0|0|29026.0|0|234.0|0|0.0|100
0|2022-01-11|27576.0|0|29337.0|0|234.0|0|0.0|100
0|2022-01-12|28000.0|0|29850.0|0|234.0|0|0.0|100
0|2022-01-13|28000.0|0|30391.0|0|234.0|0|0.0|100
0|2022-01-14|28924.0|0|30911.0|0|236.0|0|0.0|100
0|2022-01-15|28924.0|0|30911.0|0|236.0|0|0.0|100
0|2022-01-16|28924.0|0|30911.0|0|236.0|0|0.0|100
0|2022-01-17|28924.0|0|0.0|100|236.0|0|0.0|100
