|dates|Lincoln_Colorado_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Colorado_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|1332.0|0|1332.0|0|8.0|0|0.0|100
0|2021-11-08|1336.0|0|1336.0|0|8.0|0|0.0|100
0|2021-11-09|1335.0|0|1336.0|0|8.0|0|0.0|100
0|2021-11-10|1335.0|0|1335.0|0|8.0|0|0.0|100
0|2021-11-11|1337.0|0|1337.0|0|8.0|0|0.0|100
0|2021-11-12|1338.0|0|1338.0|0|8.0|0|0.0|100
0|2021-11-13|1338.0|0|1338.0|0|8.0|0|0.0|100
0|2021-11-14|1338.0|0|1338.0|0|8.0|0|0.0|100
0|2021-11-15|1343.0|0|1343.0|0|8.0|0|0.0|100
0|2021-11-16|1343.0|0|1343.0|0|8.0|0|0.0|100
0|2021-11-17|1350.0|0|1350.0|0|8.0|0|0.0|100
0|2021-11-18|1351.0|0|1351.0|0|8.0|0|0.0|100
0|2021-11-19|1350.0|0|1350.0|0|8.0|0|0.0|100
0|2021-11-20|1350.0|0|1350.0|0|8.0|0|0.0|100
0|2021-11-21|1350.0|0|1350.0|0|8.0|0|0.0|100
0|2021-11-22|1353.0|0|1353.0|0|8.0|0|0.0|100
0|2021-11-23|1357.0|0|1357.0|0|8.0|0|0.0|100
0|2021-11-24|1363.0|0|1363.0|0|8.0|0|0.0|100
0|2021-11-25|1362.0|0|1362.0|0|8.0|0|0.0|100
0|2021-11-26|1363.0|0|1362.0|0|8.0|0|0.0|100
0|2021-11-27|1363.0|0|1362.0|0|8.0|0|0.0|100
0|2021-11-28|1363.0|0|1363.0|0|8.0|0|0.0|100
0|2021-11-29|1375.0|0|1375.0|0|8.0|0|0.0|100
0|2021-11-30|1376.0|0|1376.0|0|8.0|0|0.0|100
0|2021-12-01|1376.0|0|1381.0|0|8.0|0|0.0|100
0|2021-12-02|1382.0|0|1382.0|0|8.0|0|0.0|100
0|2021-12-03|1388.0|0|1385.0|0|8.0|0|0.0|100
0|2021-12-04|1388.0|0|1388.0|0|8.0|0|0.0|100
0|2021-12-05|1388.0|0|1388.0|0|8.0|0|0.0|100
0|2021-12-06|1391.0|0|1391.0|0|8.0|0|0.0|100
0|2021-12-07|1401.0|0|1401.0|0|8.0|0|0.0|100
0|2021-12-08|1405.0|0|1405.0|0|8.0|0|0.0|100
0|2021-12-09|1407.0|0|1407.0|0|8.0|0|0.0|100
0|2021-12-10|1412.0|0|1412.0|0|8.0|0|0.0|100
0|2021-12-11|1412.0|0|1412.0|0|8.0|0|0.0|100
0|2021-12-12|1412.0|0|1412.0|0|8.0|0|0.0|100
0|2021-12-13|1414.0|0|1414.0|0|8.0|0|0.0|100
0|2021-12-14|1414.0|0|1413.0|0|8.0|0|0.0|100
0|2021-12-15|1415.0|0|1415.0|0|8.0|0|0.0|100
0|2021-12-16|1415.0|0|1415.0|0|8.0|0|0.0|100
0|2021-12-17|1416.0|0|1416.0|0|8.0|0|0.0|100
0|2021-12-18|1416.0|0|1416.0|0|8.0|0|0.0|100
0|2021-12-19|1416.0|0|1416.0|0|8.0|0|0.0|100
0|2021-12-20|1419.0|0|1419.0|0|8.0|0|0.0|100
0|2021-12-21|1421.0|0|1421.0|0|8.0|0|0.0|100
0|2021-12-22|1425.0|0|1425.0|0|8.0|0|0.0|100
0|2021-12-23|1424.0|0|1424.0|0|8.0|0|0.0|100
0|2021-12-24|1427.0|0|1427.0|0|8.0|0|0.0|100
0|2021-12-25|1427.0|0|1427.0|0|8.0|0|0.0|100
0|2021-12-26|1427.0|0|1427.0|0|8.0|0|0.0|100
0|2021-12-27|1430.0|0|1430.0|0|8.0|0|0.0|100
0|2021-12-28|1430.0|0|1430.0|0|8.0|0|0.0|100
0|2021-12-29|1435.0|0|1435.0|0|8.0|0|0.0|100
0|2021-12-30|1435.0|0|1435.0|0|8.0|0|0.0|100
0|2021-12-31|1436.0|0|1436.0|0|8.0|0|0.0|100
0|2022-01-01|1436.0|0|1436.0|0|8.0|0|0.0|100
0|2022-01-02|1436.0|0|1436.0|0|8.0|0|0.0|100
0|2022-01-03|1449.0|0|1449.0|0|8.0|0|0.0|100
0|2022-01-04|1456.0|0|1456.0|0|9.0|0|0.0|100
0|2022-01-05|1475.0|0|1475.0|0|9.0|0|0.0|100
0|2022-01-06|1476.0|0|1476.0|0|9.0|0|0.0|100
0|2022-01-07|1478.0|0|1478.0|0|9.0|0|0.0|100
0|2022-01-08|1478.0|0|1478.0|0|9.0|0|0.0|100
0|2022-01-09|1478.0|0|1478.0|0|9.0|0|0.0|100
0|2022-01-10|1493.0|0|1493.0|0|9.0|0|0.0|100
0|2022-01-11|1538.0|0|1538.0|0|9.0|0|0.0|100
0|2022-01-12|1637.0|0|1637.0|0|9.0|0|0.0|100
0|2022-01-13|1637.0|0|1643.0|0|9.0|0|0.0|100
0|2022-01-14|1660.0|0|1652.0|0|9.0|0|0.0|100
0|2022-01-15|1660.0|0|1660.0|0|9.0|0|0.0|100
0|2022-01-16|1660.0|0|1660.0|0|9.0|0|0.0|100
0|2022-01-17|1668.0|0|0.0|100|9.0|0|0.0|100
