|dates|Jefferson_Montana_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Montana_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Montana_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Montana_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|1890.0|0|1890.0|0|14.0|0|0.0|100
0|2021-12-01|1897.0|0|1897.0|0|14.0|0|0.0|100
0|2021-12-02|1904.0|0|1904.0|0|15.0|0|0.0|100
0|2021-12-03|1909.0|0|1909.0|0|15.0|0|0.0|100
0|2021-12-04|1909.0|0|1909.0|0|15.0|0|0.0|100
0|2021-12-05|1909.0|0|1909.0|0|15.0|0|0.0|100
0|2021-12-06|1914.0|0|1914.0|0|17.0|0|0.0|100
0|2021-12-07|1914.0|0|1914.0|0|18.0|0|0.0|100
0|2021-12-08|1916.0|0|1916.0|0|19.0|0|0.0|100
0|2021-12-09|1917.0|0|1917.0|0|19.0|0|0.0|100
0|2021-12-10|1919.0|0|1919.0|0|20.0|0|0.0|100
0|2021-12-11|1919.0|0|1919.0|0|20.0|0|0.0|100
0|2021-12-12|1919.0|0|1919.0|0|20.0|0|0.0|100
0|2021-12-13|1926.0|0|1926.0|0|20.0|0|0.0|100
0|2021-12-14|1926.0|0|1926.0|0|20.0|0|0.0|100
0|2021-12-15|1930.0|0|1930.0|0|21.0|0|0.0|100
0|2021-12-16|1932.0|0|1932.0|0|21.0|0|0.0|100
0|2021-12-17|1934.0|0|1934.0|0|21.0|0|0.0|100
0|2021-12-18|1934.0|0|1934.0|0|21.0|0|0.0|100
0|2021-12-19|1934.0|0|1934.0|0|21.0|0|0.0|100
0|2021-12-20|1934.0|0|1934.0|0|21.0|0|0.0|100
0|2021-12-21|1937.0|0|1937.0|0|21.0|0|0.0|100
0|2021-12-22|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2021-12-23|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2021-12-24|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2021-12-25|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2021-12-26|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2021-12-27|1944.0|0|1944.0|0|21.0|0|0.0|100
0|2021-12-28|1943.0|0|1943.0|0|21.0|0|0.0|100
0|2021-12-29|1947.0|0|1947.0|0|21.0|0|0.0|100
0|2021-12-30|1954.0|0|1954.0|0|21.0|0|0.0|100
0|2021-12-31|1954.0|0|1954.0|0|21.0|0|0.0|100
0|2022-01-01|1954.0|0|1954.0|0|21.0|0|0.0|100
0|2022-01-02|1954.0|0|1954.0|0|21.0|0|0.0|100
0|2022-01-03|1961.0|0|1961.0|0|21.0|0|0.0|100
0|2022-01-04|1963.0|0|1963.0|0|21.0|0|0.0|100
0|2022-01-05|1967.0|0|1967.0|0|22.0|0|0.0|100
0|2022-01-06|1977.0|0|1977.0|0|22.0|0|0.0|100
0|2022-01-07|1984.0|0|1984.0|0|22.0|0|0.0|100
0|2022-01-08|1984.0|0|1984.0|0|22.0|0|0.0|100
0|2022-01-09|1984.0|0|1984.0|0|22.0|0|0.0|100
0|2022-01-10|1996.0|0|1996.0|0|22.0|0|0.0|100
0|2022-01-11|2006.0|0|2006.0|0|22.0|0|0.0|100
0|2022-01-12|2022.0|0|2022.0|0|22.0|0|0.0|100
0|2022-01-13|2022.0|0|2045.0|0|22.0|0|0.0|100
0|2022-01-14|2062.0|0|2062.0|0|22.0|0|0.0|100
0|2022-01-15|2062.0|0|2062.0|0|22.0|0|0.0|100
0|2022-01-16|2062.0|0|2062.0|0|22.0|0|0.0|100
0|2022-01-17|2062.0|0|0.0|100|22.0|0|0.0|100
