|dates|Kidder_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Kidder_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Kidder_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Kidder_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Kidder_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Kidder_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Kidder_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Kidder_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|404.0|0|404.0|0|13.0|0|0.0|100
0|2022-01-01|407.0|0|407.0|0|13.0|0|0.0|100
0|2022-01-02|407.0|0|407.0|0|13.0|0|0.0|100
0|2022-01-03|407.0|0|407.0|0|13.0|0|0.0|100
0|2022-01-04|408.0|0|408.0|0|13.0|0|0.0|100
0|2022-01-05|409.0|0|409.0|0|13.0|0|0.0|100
0|2022-01-06|409.0|0|409.0|0|13.0|0|0.0|100
0|2022-01-07|410.0|0|410.0|0|13.0|0|0.0|100
0|2022-01-08|410.0|0|410.0|0|13.0|0|0.0|100
0|2022-01-09|410.0|0|410.0|0|13.0|0|0.0|100
0|2022-01-10|410.0|0|410.0|0|13.0|0|0.0|100
0|2022-01-11|415.0|0|415.0|0|13.0|0|0.0|100
0|2022-01-12|420.0|0|420.0|0|13.0|0|0.0|100
0|2022-01-13|420.0|0|422.0|0|13.0|0|0.0|100
0|2022-01-14|425.0|0|425.0|0|13.0|0|0.0|100
0|2022-01-15|429.0|0|429.0|0|13.0|0|0.0|100
0|2022-01-16|431.0|0|431.0|0|13.0|0|0.0|100
0|2022-01-17|432.0|0|0.0|100|13.0|0|0.0|100
