|dates|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Beauregard_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Beauregard_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|6134.0|0|6134.0|0|124.0|0|0.0|100
0|2021-11-12|6138.0|0|6138.0|0|124.0|0|0.0|100
0|2021-11-13|6138.0|0|6138.0|0|124.0|0|0.0|100
0|2021-11-14|6138.0|0|6138.0|0|124.0|0|0.0|100
0|2021-11-15|6146.0|0|6146.0|0|124.0|0|0.0|100
0|2021-11-16|6149.0|0|6149.0|0|124.0|0|0.0|100
0|2021-11-17|6151.0|0|6151.0|0|124.0|0|0.0|100
0|2021-11-18|6153.0|0|6153.0|0|124.0|0|0.0|100
0|2021-11-19|6153.0|0|6153.0|0|124.0|0|0.0|100
0|2021-11-20|6153.0|0|6153.0|0|124.0|0|0.0|100
0|2021-11-21|6153.0|0|6153.0|0|124.0|0|0.0|100
0|2021-11-22|6158.0|0|6158.0|0|124.0|0|0.0|100
0|2021-11-23|6162.0|0|6162.0|0|124.0|0|0.0|100
0|2021-11-24|6166.0|0|6166.0|0|124.0|0|0.0|100
0|2021-11-25|6166.0|0|6166.0|0|124.0|0|0.0|100
0|2021-11-26|6166.0|0|6166.0|0|124.0|0|0.0|100
0|2021-11-27|6166.0|0|6166.0|0|124.0|0|0.0|100
0|2021-11-28|6166.0|0|6166.0|0|124.0|0|0.0|100
0|2021-11-29|6170.0|0|6170.0|0|124.0|0|0.0|100
0|2021-11-30|6172.0|0|6172.0|0|124.0|0|0.0|100
0|2021-12-01|6175.0|0|6175.0|0|124.0|0|0.0|100
0|2021-12-02|6175.0|0|6177.0|0|124.0|0|0.0|100
0|2021-12-03|6179.0|0|6179.0|0|125.0|0|0.0|100
0|2021-12-04|6179.0|0|6179.0|0|125.0|0|0.0|100
0|2021-12-05|6179.0|0|6179.0|0|125.0|0|0.0|100
0|2021-12-06|6184.0|0|6184.0|0|125.0|0|0.0|100
0|2021-12-07|6186.0|0|6186.0|0|126.0|0|0.0|100
0|2021-12-08|6189.0|0|6189.0|0|126.0|0|0.0|100
0|2021-12-09|6192.0|0|6192.0|0|126.0|0|0.0|100
0|2021-12-10|6196.0|0|6196.0|0|127.0|0|0.0|100
0|2021-12-11|6196.0|0|6196.0|0|127.0|0|0.0|100
0|2021-12-12|6196.0|0|6196.0|0|127.0|0|0.0|100
0|2021-12-13|6197.0|0|6197.0|0|127.0|0|0.0|100
0|2021-12-14|6197.0|0|6201.0|0|127.0|0|0.0|100
0|2021-12-15|6208.0|0|6208.0|0|127.0|0|0.0|100
0|2021-12-16|6210.0|0|6210.0|0|128.0|0|0.0|100
0|2021-12-17|6212.0|0|6212.0|0|128.0|0|0.0|100
0|2021-12-18|6212.0|0|6212.0|0|128.0|0|0.0|100
0|2021-12-19|6212.0|0|6212.0|0|128.0|0|0.0|100
0|2021-12-20|6223.0|0|6223.0|0|129.0|0|0.0|100
0|2021-12-21|6227.0|0|6227.0|0|129.0|0|0.0|100
0|2021-12-22|6232.0|0|6232.0|0|129.0|0|0.0|100
0|2021-12-23|6239.0|0|6239.0|0|129.0|0|0.0|100
0|2021-12-24|6239.0|0|6239.0|0|129.0|0|0.0|100
0|2021-12-25|6239.0|0|6239.0|0|129.0|0|0.0|100
0|2021-12-26|6239.0|0|6239.0|0|129.0|0|0.0|100
0|2021-12-27|6266.0|0|6266.0|0|129.0|0|0.0|100
0|2021-12-28|6271.0|0|6271.0|0|129.0|0|0.0|100
0|2021-12-29|6296.0|0|6296.0|0|129.0|0|0.0|100
0|2021-12-30|6330.0|0|6330.0|0|129.0|0|0.0|100
0|2021-12-31|6330.0|0|6330.0|0|129.0|0|0.0|100
0|2022-01-01|6330.0|0|6330.0|0|129.0|0|0.0|100
0|2022-01-02|6330.0|0|6330.0|0|129.0|0|0.0|100
0|2022-01-03|6434.0|0|6434.0|0|129.0|0|0.0|100
0|2022-01-04|6497.0|0|6497.0|0|129.0|0|0.0|100
0|2022-01-05|6544.0|0|6544.0|0|129.0|0|0.0|100
0|2022-01-06|6600.0|0|6600.0|0|129.0|0|0.0|100
0|2022-01-07|6655.0|0|6655.0|0|129.0|0|0.0|100
0|2022-01-08|6655.0|0|6655.0|0|129.0|0|0.0|100
0|2022-01-09|6655.0|0|6655.0|0|129.0|0|0.0|100
0|2022-01-10|6791.0|0|6791.0|0|129.0|0|0.0|100
0|2022-01-11|6857.0|0|6857.0|0|129.0|0|0.0|100
0|2022-01-12|6857.0|0|6857.0|0|129.0|0|0.0|100
0|2022-01-13|6857.0|0|6857.0|0|129.0|0|0.0|100
0|2022-01-14|7117.0|0|7117.0|0|131.0|0|0.0|100
0|2022-01-15|7117.0|0|7117.0|0|131.0|0|0.0|100
0|2022-01-16|7117.0|0|7117.0|0|131.0|0|0.0|100
0|2022-01-17|7117.0|0|0.0|100|131.0|0|0.0|100
