|dates|Hooker_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hooker_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hooker_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Hooker_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Hooker_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hooker_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hooker_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hooker_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-05|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-06|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-07|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-08|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-09|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-10|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-11|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-12|94.0|0|94.0|0|2.0|0|0.0|100
0|2021-12-13|95.0|0|95.0|0|2.0|0|0.0|100
0|2021-12-14|95.0|0|95.0|0|2.0|0|0.0|100
0|2021-12-15|95.0|0|95.0|0|2.0|0|0.0|100
0|2021-12-16|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-17|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-18|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-19|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-20|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-21|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-22|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-23|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-24|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-25|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-26|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-27|96.0|0|96.0|0|2.0|0|0.0|100
0|2021-12-28|98.0|0|98.0|0|2.0|0|0.0|100
0|2021-12-29|98.0|0|98.0|0|2.0|0|0.0|100
0|2021-12-30|98.0|0|98.0|0|2.0|0|0.0|100
0|2021-12-31|98.0|0|98.0|0|2.0|0|0.0|100
0|2022-01-01|98.0|0|98.0|0|2.0|0|0.0|100
0|2022-01-02|98.0|0|98.0|0|2.0|0|0.0|100
0|2022-01-03|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-04|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-05|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-06|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-07|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-08|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-09|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-10|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-11|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-12|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-13|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-14|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-15|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-16|99.0|0|99.0|0|2.0|0|0.0|100
0|2022-01-17|101.0|0|0.0|100|2.0|0|0.0|100
