|dates|Wake_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wake_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wake_NorthCarolina_UnitedStates.Male_Total_Population.data|Wake_NorthCarolina_UnitedStates.Male_Total_Population.missing|Wake_NorthCarolina_UnitedStates.Female_Total_Population.data|Wake_NorthCarolina_UnitedStates.Female_Total_Population.missing|Wake_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Wake_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-14|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-15|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-16|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-17|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-18|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-19|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-20|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-21|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-22|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-23|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-24|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-25|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-26|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-27|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-28|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-29|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-11-30|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-01|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-02|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-03|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-04|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-05|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-06|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-07|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-08|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-09|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-10|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-11|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-12|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-13|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-14|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-15|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-16|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-17|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-18|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-19|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-20|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-21|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-22|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-23|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-24|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-25|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-26|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-27|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-28|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-29|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-30|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2021-12-31|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-01|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-02|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-03|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-04|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-05|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-06|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-07|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-08|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-09|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-10|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-11|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-12|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-13|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-14|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-15|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-16|126886.0|0|531546.0|0|560759.0|0|261531.0|0
0|2022-01-17|126886.0|0|531546.0|0|560759.0|0|261531.0|0
