|dates|Iron_Utah_UnitedStates.JHU_ConfirmedCases.data|Iron_Utah_UnitedStates.JHU_ConfirmedCases.missing|Iron_Utah_UnitedStates.NYT_ConfirmedCases.data|Iron_Utah_UnitedStates.NYT_ConfirmedCases.missing|Iron_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Iron_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Iron_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Iron_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|15.0|0|9639.0|0|0.0|0|0.0|100
0|2021-11-18|15.0|0|9698.0|0|0.0|0|0.0|100
0|2021-11-19|15.0|0|9714.0|0|0.0|0|0.0|100
0|2021-11-20|15.0|0|9714.0|0|0.0|0|0.0|100
0|2021-11-21|15.0|0|9714.0|0|0.0|0|0.0|100
0|2021-11-22|15.0|0|9775.0|0|0.0|0|0.0|100
0|2021-11-23|15.0|0|9795.0|0|0.0|0|0.0|100
0|2021-11-24|15.0|0|9828.0|0|0.0|0|0.0|100
0|2021-11-25|15.0|0|9828.0|0|0.0|0|0.0|100
0|2021-11-26|15.0|0|9856.0|0|0.0|0|0.0|100
0|2021-11-27|15.0|0|9856.0|0|0.0|0|0.0|100
0|2021-11-28|15.0|0|9856.0|0|0.0|0|0.0|100
0|2021-11-29|15.0|0|9893.0|0|0.0|0|0.0|100
0|2021-11-30|15.0|0|9911.0|0|0.0|0|0.0|100
0|2021-12-01|15.0|0|9911.0|0|0.0|0|0.0|100
0|2021-12-02|15.0|0|9975.0|0|0.0|0|0.0|100
0|2021-12-03|15.0|0|9999.0|0|0.0|0|0.0|100
0|2021-12-04|15.0|0|9999.0|0|0.0|0|0.0|100
0|2021-12-05|15.0|0|9999.0|0|0.0|0|0.0|100
0|2021-12-06|15.0|0|9999.0|0|0.0|0|0.0|100
0|2021-12-07|15.0|0|10072.0|0|0.0|0|0.0|100
0|2021-12-08|15.0|0|10093.0|0|0.0|0|0.0|100
0|2021-12-09|15.0|0|10121.0|0|0.0|0|0.0|100
0|2021-12-10|15.0|0|10139.0|0|0.0|0|0.0|100
0|2021-12-11|15.0|0|10139.0|0|0.0|0|0.0|100
0|2021-12-12|15.0|0|10139.0|0|0.0|0|0.0|100
0|2021-12-13|15.0|0|10186.0|0|0.0|0|0.0|100
0|2021-12-14|15.0|0|10195.0|0|0.0|0|0.0|100
0|2021-12-15|15.0|0|10218.0|0|0.0|0|0.0|100
0|2021-12-16|15.0|0|10230.0|0|0.0|0|0.0|100
0|2021-12-17|15.0|0|10243.0|0|0.0|0|0.0|100
0|2021-12-18|15.0|0|10243.0|0|0.0|0|0.0|100
0|2021-12-19|15.0|0|10243.0|0|0.0|0|0.0|100
0|2021-12-20|15.0|0|10288.0|0|0.0|0|0.0|100
0|2021-12-21|15.0|0|10296.0|0|0.0|0|0.0|100
0|2021-12-22|15.0|0|10313.0|0|0.0|0|0.0|100
0|2021-12-23|15.0|0|10326.0|0|0.0|0|0.0|100
0|2021-12-24|15.0|0|10326.0|0|0.0|0|0.0|100
0|2021-12-25|15.0|0|10326.0|0|0.0|0|0.0|100
0|2021-12-26|15.0|0|10326.0|0|0.0|0|0.0|100
0|2021-12-27|15.0|0|10371.0|0|0.0|0|0.0|100
0|2021-12-28|15.0|0|10395.0|0|0.0|0|0.0|100
0|2021-12-29|15.0|0|10439.0|0|0.0|0|0.0|100
0|2021-12-30|15.0|0|10439.0|0|0.0|0|0.0|100
0|2021-12-31|15.0|0|10496.0|0|0.0|0|0.0|100
0|2022-01-01|15.0|0|10496.0|0|0.0|0|0.0|100
0|2022-01-02|15.0|0|10496.0|0|0.0|0|0.0|100
0|2022-01-03|15.0|0|10581.0|0|0.0|0|0.0|100
0|2022-01-04|15.0|0|10581.0|0|0.0|0|0.0|100
0|2022-01-05|15.0|0|10581.0|0|0.0|0|0.0|100
0|2022-01-06|15.0|0|10923.0|0|0.0|0|0.0|100
0|2022-01-07|15.0|0|11043.0|0|0.0|0|0.0|100
0|2022-01-08|15.0|0|11043.0|0|0.0|0|0.0|100
0|2022-01-09|15.0|0|11043.0|0|0.0|0|0.0|100
0|2022-01-10|15.0|0|11043.0|0|0.0|0|0.0|100
0|2022-01-11|15.0|0|11343.0|0|0.0|0|0.0|100
0|2022-01-12|15.0|0|11343.0|0|0.0|0|0.0|100
0|2022-01-13|15.0|0|11796.0|0|0.0|0|0.0|100
0|2022-01-14|15.0|0|11931.0|0|0.0|0|0.0|100
0|2022-01-15|15.0|0|11931.0|0|0.0|0|0.0|100
0|2022-01-16|15.0|0|11931.0|0|0.0|0|0.0|100
0|2022-01-17|15.0|0|0.0|100|0.0|0|0.0|100
