|dates|Seminole_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Seminole_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Seminole_Florida_UnitedStates.Male_Total_Population.data|Seminole_Florida_UnitedStates.Male_Total_Population.missing|Seminole_Florida_UnitedStates.Female_Total_Population.data|Seminole_Florida_UnitedStates.Female_Total_Population.missing|Seminole_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Seminole_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-19|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-20|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-21|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-22|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-23|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-24|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-25|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-26|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-27|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-28|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-29|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-11-30|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-01|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-02|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-03|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-04|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-05|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-06|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-07|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-08|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-09|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-10|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-11|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-12|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-13|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-14|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-15|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-16|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-17|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-18|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-19|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-20|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-21|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-22|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-23|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-24|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-25|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-26|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-27|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-28|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-29|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-30|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2021-12-31|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-01|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-02|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-03|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-04|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-05|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-06|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-07|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-08|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-09|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-10|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-11|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-12|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-13|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-14|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-15|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-16|72533.0|0|226010.0|0|241822.0|0|98309.0|0
0|2022-01-17|72533.0|0|226010.0|0|241822.0|0|98309.0|0
