|dates|Washington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Virginia_UnitedStates.Male_Total_Population.data|Washington_Virginia_UnitedStates.Male_Total_Population.missing|Washington_Virginia_UnitedStates.Female_Total_Population.data|Washington_Virginia_UnitedStates.Female_Total_Population.missing|Washington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-16|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-17|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-18|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-19|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-20|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-21|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-22|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-23|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-24|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-25|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-26|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-27|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-28|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-29|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-30|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2021-12-31|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-01|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-02|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-03|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-04|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-05|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-06|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-07|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-08|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-09|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-10|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-11|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-12|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-13|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-14|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-15|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-16|12374.0|0|26798.0|0|27604.0|0|10061.0|0
0|2022-01-17|12374.0|0|26798.0|0|27604.0|0|10061.0|0
