|dates|Nottoway_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nottoway_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nottoway_Virginia_UnitedStates.Male_Total_Population.data|Nottoway_Virginia_UnitedStates.Male_Total_Population.missing|Nottoway_Virginia_UnitedStates.Female_Total_Population.data|Nottoway_Virginia_UnitedStates.Female_Total_Population.missing|Nottoway_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Nottoway_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-09|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-10|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-11|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-12|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-13|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-14|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-15|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-16|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-17|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-18|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-19|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-20|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-21|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-22|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-23|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-24|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-25|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-26|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-27|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-28|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-29|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-30|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2021-12-31|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-01|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-02|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-03|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-04|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-05|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-06|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-07|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-08|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-09|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-10|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-11|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-12|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-13|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-14|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-15|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-16|2959.0|0|8338.0|0|7082.0|0|2947.0|0
0|2022-01-17|2959.0|0|8338.0|0|7082.0|0|2947.0|0
