|dates|Monroe_Georgia_UnitedStates.JHU_ConfirmedCases.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Georgia_UnitedStates.NYT_ConfirmedCases.data|Monroe_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|4270.0|0|4273.0|0|152.0|0|0.0|100
0|2021-11-24|4270.0|0|4273.0|0|152.0|0|0.0|100
0|2021-11-25|4270.0|0|4273.0|0|152.0|0|0.0|100
0|2021-11-26|4270.0|0|4273.0|0|152.0|0|0.0|100
0|2021-11-27|4270.0|0|4273.0|0|152.0|0|0.0|100
0|2021-11-28|4270.0|0|4273.0|0|152.0|0|0.0|100
0|2021-11-29|4282.0|0|4285.0|0|152.0|0|0.0|100
0|2021-11-30|4283.0|0|4286.0|0|152.0|0|0.0|100
0|2021-12-01|4283.0|0|4286.0|0|152.0|0|0.0|100
0|2021-12-02|4283.0|0|4287.0|0|152.0|0|0.0|100
0|2021-12-03|4285.0|0|4288.0|0|153.0|0|0.0|100
0|2021-12-04|4285.0|0|4288.0|0|153.0|0|0.0|100
0|2021-12-05|4285.0|0|4288.0|0|153.0|0|0.0|100
0|2021-12-06|4289.0|0|4293.0|0|153.0|0|0.0|100
0|2021-12-07|4290.0|0|4294.0|0|153.0|0|0.0|100
0|2021-12-08|4293.0|0|4297.0|0|153.0|0|0.0|100
0|2021-12-09|4296.0|0|4300.0|0|153.0|0|0.0|100
0|2021-12-10|4296.0|0|4300.0|0|153.0|0|0.0|100
0|2021-12-11|4296.0|0|4300.0|0|153.0|0|0.0|100
0|2021-12-12|4296.0|0|4300.0|0|153.0|0|0.0|100
0|2021-12-13|4300.0|0|4304.0|0|153.0|0|0.0|100
0|2021-12-14|4300.0|0|4306.0|0|153.0|0|0.0|100
0|2021-12-15|4306.0|0|4310.0|0|153.0|0|0.0|100
0|2021-12-16|4308.0|0|4312.0|0|153.0|0|0.0|100
0|2021-12-17|4315.0|0|4319.0|0|153.0|0|0.0|100
0|2021-12-18|4315.0|0|4319.0|0|153.0|0|0.0|100
0|2021-12-19|4315.0|0|4319.0|0|153.0|0|0.0|100
0|2021-12-20|4326.0|0|4330.0|0|153.0|0|0.0|100
0|2021-12-21|4332.0|0|4336.0|0|153.0|0|0.0|100
0|2021-12-22|4338.0|0|4342.0|0|153.0|0|0.0|100
0|2021-12-23|4355.0|0|4359.0|0|153.0|0|0.0|100
0|2021-12-24|4375.0|0|4379.0|0|153.0|0|0.0|100
0|2021-12-25|4375.0|0|4379.0|0|153.0|0|0.0|100
0|2021-12-26|4375.0|0|4379.0|0|153.0|0|0.0|100
0|2021-12-27|4404.0|0|4408.0|0|153.0|0|0.0|100
0|2021-12-28|4436.0|0|4440.0|0|154.0|0|0.0|100
0|2021-12-29|4466.0|0|4470.0|0|154.0|0|0.0|100
0|2021-12-30|4517.0|0|4521.0|0|154.0|0|0.0|100
0|2021-12-31|4573.0|0|4577.0|0|154.0|0|0.0|100
0|2022-01-01|4573.0|0|4577.0|0|154.0|0|0.0|100
0|2022-01-02|4573.0|0|4577.0|0|154.0|0|0.0|100
0|2022-01-03|4573.0|0|4577.0|0|154.0|0|0.0|100
0|2022-01-04|4730.0|0|4734.0|0|154.0|0|0.0|100
0|2022-01-05|4774.0|0|4778.0|0|154.0|0|0.0|100
0|2022-01-06|4774.0|0|4778.0|0|154.0|0|0.0|100
0|2022-01-07|4774.0|0|4778.0|0|154.0|0|0.0|100
0|2022-01-08|4774.0|0|4778.0|0|154.0|0|0.0|100
0|2022-01-09|4774.0|0|4778.0|0|154.0|0|0.0|100
0|2022-01-10|4962.0|0|4968.0|0|154.0|0|0.0|100
0|2022-01-11|5005.0|0|5011.0|0|154.0|0|0.0|100
0|2022-01-12|5026.0|0|5032.0|0|154.0|0|0.0|100
0|2022-01-13|5026.0|0|5065.0|0|154.0|0|0.0|100
0|2022-01-14|5098.0|0|5104.0|0|154.0|0|0.0|100
0|2022-01-15|5098.0|0|5104.0|0|154.0|0|0.0|100
0|2022-01-16|5098.0|0|5104.0|0|154.0|0|0.0|100
0|2022-01-17|5156.0|0|0.0|100|154.0|0|0.0|100
