|dates|Bracken_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bracken_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bracken_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Bracken_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Bracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|1180.0|0|1180.0|0|11.0|0|0.0|100
0|2021-11-15|1189.0|0|1189.0|0|11.0|0|0.0|100
0|2021-11-16|1199.0|0|1199.0|0|12.0|0|0.0|100
0|2021-11-17|1211.0|0|1211.0|0|12.0|0|0.0|100
0|2021-11-18|1218.0|0|1218.0|0|12.0|0|0.0|100
0|2021-11-19|1226.0|0|1226.0|0|13.0|0|0.0|100
0|2021-11-20|1226.0|0|1226.0|0|13.0|0|0.0|100
0|2021-11-21|1226.0|0|1226.0|0|13.0|0|0.0|100
0|2021-11-22|1242.0|0|1242.0|0|13.0|0|0.0|100
0|2021-11-23|1241.0|0|1241.0|0|14.0|0|0.0|100
0|2021-11-24|1255.0|0|1255.0|0|14.0|0|0.0|100
0|2021-11-25|1255.0|0|1255.0|0|14.0|0|0.0|100
0|2021-11-26|1255.0|0|1255.0|0|14.0|0|0.0|100
0|2021-11-27|1255.0|0|1255.0|0|14.0|0|0.0|100
0|2021-11-28|1255.0|0|1255.0|0|14.0|0|0.0|100
0|2021-11-29|1263.0|0|1263.0|0|16.0|0|0.0|100
0|2021-11-30|1284.0|0|1284.0|0|16.0|0|0.0|100
0|2021-12-01|1295.0|0|1295.0|0|16.0|0|0.0|100
0|2021-12-02|1295.0|0|1300.0|0|16.0|0|0.0|100
0|2021-12-03|1305.0|0|1305.0|0|17.0|0|0.0|100
0|2021-12-04|1305.0|0|1305.0|0|17.0|0|0.0|100
0|2021-12-05|1305.0|0|1305.0|0|17.0|0|0.0|100
0|2021-12-06|1317.0|0|1317.0|0|18.0|0|0.0|100
0|2021-12-07|1333.0|0|1333.0|0|18.0|0|0.0|100
0|2021-12-08|1338.0|0|1338.0|0|18.0|0|0.0|100
0|2021-12-09|1348.0|0|1348.0|0|18.0|0|0.0|100
0|2021-12-10|1356.0|0|1356.0|0|19.0|0|0.0|100
0|2021-12-11|1356.0|0|1356.0|0|19.0|0|0.0|100
0|2021-12-12|1356.0|0|1356.0|0|19.0|0|0.0|100
0|2021-12-13|1365.0|0|1365.0|0|19.0|0|0.0|100
0|2021-12-14|1365.0|0|1374.0|0|19.0|0|0.0|100
0|2021-12-15|1387.0|0|1387.0|0|19.0|0|0.0|100
0|2021-12-16|1392.0|0|1392.0|0|19.0|0|0.0|100
0|2021-12-17|1411.0|0|1411.0|0|19.0|0|0.0|100
0|2021-12-18|1411.0|0|1411.0|0|19.0|0|0.0|100
0|2021-12-19|1411.0|0|1411.0|0|19.0|0|0.0|100
0|2021-12-20|1420.0|0|1420.0|0|20.0|0|0.0|100
0|2021-12-21|1426.0|0|1426.0|0|20.0|0|0.0|100
0|2021-12-22|1429.0|0|1429.0|0|20.0|0|0.0|100
0|2021-12-23|1429.0|0|1429.0|0|20.0|0|0.0|100
0|2021-12-24|1429.0|0|1429.0|0|20.0|0|0.0|100
0|2021-12-25|1429.0|0|1429.0|0|20.0|0|0.0|100
0|2021-12-26|1429.0|0|1429.0|0|20.0|0|0.0|100
0|2021-12-27|1441.0|0|1441.0|0|20.0|0|0.0|100
0|2021-12-28|1446.0|0|1446.0|0|20.0|0|0.0|100
0|2021-12-29|1451.0|0|1451.0|0|20.0|0|0.0|100
0|2021-12-30|1451.0|0|1451.0|0|20.0|0|0.0|100
0|2021-12-31|1451.0|0|1451.0|0|20.0|0|0.0|100
0|2022-01-01|1451.0|0|1451.0|0|20.0|0|0.0|100
0|2022-01-02|1451.0|0|1451.0|0|20.0|0|0.0|100
0|2022-01-03|1478.0|0|1478.0|0|21.0|0|0.0|100
0|2022-01-04|1494.0|0|1494.0|0|21.0|0|0.0|100
0|2022-01-05|1507.0|0|1507.0|0|21.0|0|0.0|100
0|2022-01-06|1523.0|0|1523.0|0|22.0|0|0.0|100
0|2022-01-07|1540.0|0|1540.0|0|22.0|0|0.0|100
0|2022-01-08|1540.0|0|1540.0|0|22.0|0|0.0|100
0|2022-01-09|1540.0|0|1540.0|0|22.0|0|0.0|100
0|2022-01-10|1554.0|0|1554.0|0|22.0|0|0.0|100
0|2022-01-11|1578.0|0|1578.0|0|22.0|0|0.0|100
0|2022-01-12|1610.0|0|1610.0|0|22.0|0|0.0|100
0|2022-01-13|1610.0|0|1629.0|0|22.0|0|0.0|100
0|2022-01-14|1641.0|0|1641.0|0|22.0|0|0.0|100
0|2022-01-15|1641.0|0|1641.0|0|22.0|0|0.0|100
0|2022-01-16|1641.0|0|1641.0|0|22.0|0|0.0|100
0|2022-01-17|1641.0|0|0.0|100|22.0|0|0.0|100
