|dates|Greer_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Greer_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Greer_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Greer_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Greer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Greer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Greer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Greer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|777.0|0|777.0|0|25.0|0|0.0|100
0|2021-11-27|777.0|0|777.0|0|25.0|0|0.0|100
0|2021-11-28|777.0|0|777.0|0|25.0|0|0.0|100
0|2021-11-29|777.0|0|777.0|0|25.0|0|0.0|100
0|2021-11-30|777.0|0|777.0|0|25.0|0|0.0|100
0|2021-12-01|788.0|0|788.0|0|25.0|0|0.0|100
0|2021-12-02|788.0|0|788.0|0|25.0|0|0.0|100
0|2021-12-03|788.0|0|788.0|0|25.0|0|0.0|100
0|2021-12-04|788.0|0|788.0|0|25.0|0|0.0|100
0|2021-12-05|788.0|0|788.0|0|25.0|0|0.0|100
0|2021-12-06|788.0|0|788.0|0|25.0|0|0.0|100
0|2021-12-07|788.0|0|788.0|0|25.0|0|0.0|100
0|2021-12-08|797.0|0|797.0|0|25.0|0|0.0|100
0|2021-12-09|797.0|0|797.0|0|25.0|0|0.0|100
0|2021-12-10|797.0|0|797.0|0|25.0|0|0.0|100
0|2021-12-11|797.0|0|797.0|0|25.0|0|0.0|100
0|2021-12-12|797.0|0|797.0|0|25.0|0|0.0|100
0|2021-12-13|797.0|0|797.0|0|25.0|0|0.0|100
0|2021-12-14|797.0|0|797.0|0|25.0|0|0.0|100
0|2021-12-15|807.0|0|807.0|0|25.0|0|0.0|100
0|2021-12-16|807.0|0|807.0|0|25.0|0|0.0|100
0|2021-12-17|807.0|0|807.0|0|25.0|0|0.0|100
0|2021-12-18|807.0|0|807.0|0|25.0|0|0.0|100
0|2021-12-19|807.0|0|807.0|0|25.0|0|0.0|100
0|2021-12-20|807.0|0|807.0|0|25.0|0|0.0|100
0|2021-12-21|807.0|0|807.0|0|25.0|0|0.0|100
0|2021-12-22|824.0|0|824.0|0|25.0|0|0.0|100
0|2021-12-23|824.0|0|824.0|0|27.0|0|0.0|100
0|2021-12-24|824.0|0|824.0|0|27.0|0|0.0|100
0|2021-12-25|824.0|0|824.0|0|27.0|0|0.0|100
0|2021-12-26|824.0|0|824.0|0|27.0|0|0.0|100
0|2021-12-27|824.0|0|824.0|0|27.0|0|0.0|100
0|2021-12-28|824.0|0|824.0|0|27.0|0|0.0|100
0|2021-12-29|840.0|0|840.0|0|27.0|0|0.0|100
0|2021-12-30|840.0|0|840.0|0|27.0|0|0.0|100
0|2021-12-31|840.0|0|840.0|0|27.0|0|0.0|100
0|2022-01-01|840.0|0|840.0|0|27.0|0|0.0|100
0|2022-01-02|840.0|0|840.0|0|27.0|0|0.0|100
0|2022-01-03|840.0|0|840.0|0|27.0|0|0.0|100
0|2022-01-04|840.0|0|840.0|0|27.0|0|0.0|100
0|2022-01-05|845.0|0|842.0|0|27.0|0|0.0|100
0|2022-01-06|845.0|0|842.0|0|27.0|0|0.0|100
0|2022-01-07|845.0|0|842.0|0|27.0|0|0.0|100
0|2022-01-08|845.0|0|842.0|0|27.0|0|0.0|100
0|2022-01-09|845.0|0|842.0|0|27.0|0|0.0|100
0|2022-01-10|845.0|0|842.0|0|27.0|0|0.0|100
0|2022-01-11|845.0|0|842.0|0|27.0|0|0.0|100
0|2022-01-12|894.0|0|894.0|0|28.0|0|0.0|100
0|2022-01-13|894.0|0|894.0|0|28.0|0|0.0|100
0|2022-01-14|894.0|0|894.0|0|28.0|0|0.0|100
0|2022-01-15|894.0|0|894.0|0|28.0|0|0.0|100
0|2022-01-16|894.0|0|894.0|0|28.0|0|0.0|100
0|2022-01-17|894.0|0|0.0|100|28.0|0|0.0|100
