|dates|Marion_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Oregon_UnitedStates.Male_Total_Population.data|Marion_Oregon_UnitedStates.Male_Total_Population.missing|Marion_Oregon_UnitedStates.Female_Total_Population.data|Marion_Oregon_UnitedStates.Female_Total_Population.missing|Marion_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-22|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-23|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-24|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-25|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-26|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-27|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-28|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-29|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-11-30|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-01|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-02|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-03|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-04|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-05|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-06|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-07|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-08|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-09|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-10|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-11|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-12|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-13|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-14|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-15|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-16|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-17|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-18|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-19|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-20|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-21|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-22|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-23|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-24|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-25|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-26|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-27|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-28|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-29|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-30|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2021-12-31|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-01|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-02|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-03|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-04|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-05|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-06|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-07|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-08|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-09|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-10|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-11|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-12|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-13|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-14|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-15|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-16|54349.0|0|172899.0|0|173969.0|0|85432.0|0
0|2022-01-17|54349.0|0|172899.0|0|173969.0|0|85432.0|0
