|dates|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Edgefield_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Edgefield_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|4498.0|0|4498.0|0|58.0|0|0.0|100
0|2021-11-23|4499.0|0|4499.0|0|58.0|0|0.0|100
0|2021-11-24|4503.0|0|4503.0|0|58.0|0|0.0|100
0|2021-11-25|4503.0|0|4503.0|0|58.0|0|0.0|100
0|2021-11-26|4509.0|0|4509.0|0|59.0|0|0.0|100
0|2021-11-27|4509.0|0|4509.0|0|59.0|0|0.0|100
0|2021-11-28|4509.0|0|4509.0|0|59.0|0|0.0|100
0|2021-11-29|4514.0|0|4514.0|0|59.0|0|0.0|100
0|2021-11-30|4516.0|0|4516.0|0|59.0|0|0.0|100
0|2021-12-01|4523.0|0|4523.0|0|59.0|0|0.0|100
0|2021-12-02|4527.0|0|4527.0|0|59.0|0|0.0|100
0|2021-12-03|4533.0|0|4533.0|0|59.0|0|0.0|100
0|2021-12-04|4533.0|0|4533.0|0|59.0|0|0.0|100
0|2021-12-05|4533.0|0|4533.0|0|59.0|0|0.0|100
0|2021-12-06|4544.0|0|4544.0|0|59.0|0|0.0|100
0|2021-12-07|4545.0|0|4545.0|0|59.0|0|0.0|100
0|2021-12-08|4550.0|0|4550.0|0|59.0|0|0.0|100
0|2021-12-09|4556.0|0|4556.0|0|59.0|0|0.0|100
0|2021-12-10|4558.0|0|4558.0|0|59.0|0|0.0|100
0|2021-12-11|4558.0|0|4558.0|0|59.0|0|0.0|100
0|2021-12-12|4558.0|0|4558.0|0|59.0|0|0.0|100
0|2021-12-13|4566.0|0|4566.0|0|60.0|0|0.0|100
0|2021-12-14|4566.0|0|4567.0|0|60.0|0|0.0|100
0|2021-12-15|4567.0|0|4567.0|0|60.0|0|0.0|100
0|2021-12-16|4580.0|0|4580.0|0|60.0|0|0.0|100
0|2021-12-17|4594.0|0|4594.0|0|60.0|0|0.0|100
0|2021-12-18|4594.0|0|4594.0|0|60.0|0|0.0|100
0|2021-12-19|4594.0|0|4594.0|0|60.0|0|0.0|100
0|2021-12-20|4612.0|0|4612.0|0|60.0|0|0.0|100
0|2021-12-21|4619.0|0|4619.0|0|60.0|0|0.0|100
0|2021-12-22|4628.0|0|4628.0|0|60.0|0|0.0|100
0|2021-12-23|4632.0|0|4632.0|0|60.0|0|0.0|100
0|2021-12-24|4632.0|0|4632.0|0|60.0|0|0.0|100
0|2021-12-25|4632.0|0|4632.0|0|60.0|0|0.0|100
0|2021-12-26|4632.0|0|4632.0|0|60.0|0|0.0|100
0|2021-12-27|4632.0|0|4632.0|0|60.0|0|0.0|100
0|2021-12-28|4632.0|0|4632.0|0|60.0|0|0.0|100
0|2021-12-29|4675.0|0|4675.0|0|60.0|0|0.0|100
0|2021-12-30|4704.0|0|4704.0|0|60.0|0|0.0|100
0|2021-12-31|4745.0|0|4745.0|0|60.0|0|0.0|100
0|2022-01-01|4745.0|0|4745.0|0|60.0|0|0.0|100
0|2022-01-02|4745.0|0|4745.0|0|60.0|0|0.0|100
0|2022-01-03|4745.0|0|4745.0|0|60.0|0|0.0|100
0|2022-01-04|4853.0|0|4853.0|0|60.0|0|0.0|100
0|2022-01-05|4889.0|0|4889.0|0|60.0|0|0.0|100
0|2022-01-06|4955.0|0|4955.0|0|60.0|0|0.0|100
0|2022-01-07|5000.0|0|5000.0|0|60.0|0|0.0|100
0|2022-01-08|5000.0|0|5000.0|0|60.0|0|0.0|100
0|2022-01-09|5000.0|0|5000.0|0|60.0|0|0.0|100
0|2022-01-10|5169.0|0|5169.0|0|60.0|0|0.0|100
0|2022-01-11|5197.0|0|5197.0|0|60.0|0|0.0|100
0|2022-01-12|5243.0|0|5243.0|0|60.0|0|0.0|100
0|2022-01-13|5243.0|0|5310.0|0|60.0|0|0.0|100
0|2022-01-14|5375.0|0|5375.0|0|60.0|0|0.0|100
0|2022-01-15|5375.0|0|5375.0|0|60.0|0|0.0|100
0|2022-01-16|5375.0|0|5375.0|0|60.0|0|0.0|100
0|2022-01-17|5375.0|0|0.0|100|60.0|0|0.0|100
