|dates|Crockett_Texas_UnitedStates.JHU_ConfirmedCases.data|Crockett_Texas_UnitedStates.JHU_ConfirmedCases.missing|Crockett_Texas_UnitedStates.NYT_ConfirmedCases.data|Crockett_Texas_UnitedStates.NYT_ConfirmedCases.missing|Crockett_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Crockett_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Crockett_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Crockett_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|797.0|0|797.0|0|17.0|0|0.0|100
0|2021-12-25|797.0|0|797.0|0|17.0|0|0.0|100
0|2021-12-26|797.0|0|797.0|0|17.0|0|0.0|100
0|2021-12-27|800.0|0|800.0|0|17.0|0|0.0|100
0|2021-12-28|802.0|0|802.0|0|17.0|0|0.0|100
0|2021-12-29|807.0|0|807.0|0|17.0|0|0.0|100
0|2021-12-30|808.0|0|808.0|0|17.0|0|0.0|100
0|2021-12-31|808.0|0|808.0|0|17.0|0|0.0|100
0|2022-01-01|808.0|0|808.0|0|17.0|0|0.0|100
0|2022-01-02|808.0|0|808.0|0|17.0|0|0.0|100
0|2022-01-03|835.0|0|835.0|0|17.0|0|0.0|100
0|2022-01-04|840.0|0|840.0|0|17.0|0|0.0|100
0|2022-01-05|852.0|0|852.0|0|17.0|0|0.0|100
0|2022-01-06|863.0|0|863.0|0|17.0|0|0.0|100
0|2022-01-07|873.0|0|873.0|0|17.0|0|0.0|100
0|2022-01-08|881.0|0|881.0|0|17.0|0|0.0|100
0|2022-01-09|887.0|0|887.0|0|17.0|0|0.0|100
0|2022-01-10|890.0|0|890.0|0|17.0|0|0.0|100
0|2022-01-11|894.0|0|894.0|0|17.0|0|0.0|100
0|2022-01-12|913.0|0|913.0|0|17.0|0|0.0|100
0|2022-01-13|913.0|0|948.0|0|17.0|0|0.0|100
0|2022-01-14|948.0|0|822.0|0|17.0|0|0.0|100
0|2022-01-15|834.0|0|834.0|0|17.0|0|0.0|100
0|2022-01-16|838.0|0|838.0|0|17.0|0|0.0|100
0|2022-01-17|838.0|0|0.0|100|17.0|0|0.0|100
